Code,idTree,Genus,Species,Name,Forest,Habitat,Type,HabitatType,Gmin,FvFm,TLP,LA,SLA,LSWC,FW,SW,DW,Midrib VLA,2VLA,3VLA,MajVLA,MidribWidth,SecundaryWidth,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition,LT,CC,LDMC,Xutm,Yutm,Latitude,Longitude,DBH,TWI
350,26186,Iryanthera,hostmannii,Iryanthera_hostmannii,Bafog,BF,BF,BFBF,4.7835886,0.834,,54.0030157,55.31962272,1.317865192,2.1981,2.2627,0.9762,0.26764232,1.48308915,2.2407773,3.99150877,0.08969137,0.02159238,12,2,10,2,Mid,,,,"179,983.08","604,130.13",,,,
351,33274,Vouacapoua,americana,Vouacapoua_americana,Bafog,TF,TF,TFTF,8.22937823,0.792,-1.8575075,56.8150376,87.97621183,1.055899659,1.2658,1.3277,0.6458,0.28171606,1.10403056,4.00725031,5.39299693,0.05399881,0.01814751,14,2,12,2,Mid,,,,"168,040.77","607,144.38",,,,
352,840,Dicorynia,guianensis,Dicorynia_guianensis,Bafog,TF,TF,TFTF,4.32807432,0.846,-1.3061975,92.4083295,216.3116327,1.554541199,1.0413,1.0913,0.4272,0.20368235,1.33692264,1.77092538,3.31153038,0.05235972,0.02048748,23,3,15,3,Mid,,,,"168,029.67","607,136.50",,,,
353,10608,Vouacapoua,americana,Vouacapoua_americana,Bafog,TF,TF,TFTF,7.35098982,0.823,-1.6457725,54.7180912,196.9693708,1.006839453,0.5416,0.5575,0.2778,0.24096535,1.29983668,3.73940232,5.28020434,0.03840559,0.0131953,22,2,20,3,Mid,,,,"168,048.14","607,132.13",,,,
354,848,Virola,michelii,Virola_michelii,Bafog,TF,Generalist,TFGeneralist,3.83953857,0.806,-1.47998,61.7453163,126.3202052,2.013707038,1.4081,1.4731,0.4888,0.30634883,1.44697216,1.82131785,3.57463885,0.06588839,0.01270714,22,2,20,3,Mid,,,,"168,048.53","607,132.25",,,,
355,33450,Conceveiba,guianensis,Conceveiba_guianensis,Bafog,TF,Generalist,TFGeneralist,14.788946,0.827,-2.07124,138.80062,412.9741744,2.52692651,1.1302,1.1854,0.3361,0.14313026,0.78413453,1.32915804,2.25642282,0.07323773,0.02118678,15,2,14,2,Sup,,,,"168,053.14","607,126.56",,,,
356,10660,Iryanthera,sagotiana,Iryanthera_sagotiana,Bafog,TF,TF,TFTF,1.48697777,0.826,-1.4460225,43.961525,150.9667754,2.166895604,0.9131,0.9222,0.2912,0.27651944,1.58347686,5.94644859,7.80644489,0.03180318,0.01417161,15,3,13,2,Mid,,,,"168,066.95","607,128.94",,,,
357,33463,Gustavia,hexapetala,Gustavia_hexapetala,Bafog,TF,TF,TFTF,4.62928686,0.76,-1.9414025,64.5850246,268.4331862,2.268495428,0.7621,0.7864,0.2406,0.22184256,1.23153512,1.69589545,3.14927313,0.07081044,0.02047558,13,3,12,3,Mid,,,,"168,058.73","607,103.19",,,,
358,852,Vouacapoua,americana,Vouacapoua_americana,Bafog,TF,TF,TFTF,2.31042618,0.829,-1.7416525,43.7475108,103.2267834,1.23029731,0.9214,0.9452,0.4238,0.29121754,1.47942455,3.37790826,5.14855035,0.09209484,0.01580118,26,5,21,3,Sup,,,,"168,046.55","607,116.00",,,,
359,820,Conceveiba,guianensis,Conceveiba_guianensis,Bafog,TF,Generalist,TFGeneralist,4.95983458,0.807,-1.6657475,116.106906,204.305659,1.424071793,1.3046,1.3776,0.5683,0.16365053,0.80450283,1.91169426,2.87984762,0.04631928,0.01575753,14,3,14,3,Mid,,,,"168,034.70","607,162.81",,,,
360,783,Bocoa,prouacensis,Bocoa_prouacensis,Bafog,TF,Generalist,TFGeneralist,4.42559653,0.836,-1.5538875,50.3802054,81.36338081,1.184593023,1.2942,1.3527,0.6192,0.24007251,0.75624927,2.13690064,3.13322242,0.03578225,0.01297623,15,2,13,2,Mid,,,,"168,030.53","607,219.13",,,,
361,3826,Virola,michelii,Virola_michelii,Bafog,TF,Generalist,TFGeneralist,5.77172275,0.782,-1.63179,19.9665805,104.5918308,1.586694605,0.453,0.4938,0.1909,0.44184183,2.51442307,3.87778617,6.83405107,0.05657453,0.01904286,29,5,21,3,Mid,,,,"168,032.52","607,207.25",,,,
362,33255,Iryanthera,sagotiana,Iryanthera_sagotiana,Bafog,TF,TF,TFTF,1.95040339,0.767,-1.6377825,35.1930949,102.4544247,1.441921397,0.8409,0.8388,0.3435,0.33904224,2.12784337,4.29144522,6.75833084,0.04289663,0.01475819,14,2,12,2,Sup,,,,"168,025.45","607,203.81",,,,
363,246162,Casearia,javitensis,Casearia_javitensis,Bafog,TF,TF,TFTF,3.12139945,0.822,-1.8015775,50.2001075,109.3922587,0.9697101765,0.8627,0.9039,0.4589,0.27508818,0.78426438,4.14470108,5.20405364,0.04482068,0.01525826,11,2,11,2,Sup,,,,"168,031.73","607,203.13",,,,
364,925,Vouacapoua,americana,Vouacapoua_americana,Bafog,TF,TF,TFTF,3.85625243,0.789,-1.8455225,23.376139,139.3095292,1.116209774,0.3432,0.3551,0.1678,0.48056037,1.96623552,4.85036503,7.29716092,0.05332492,0.01212294,32,5,25,3,Mid,,,,"168,030.70","607,231.00",,,,
365,908,Bocoa,prouacensis,Bocoa_prouacensis,Bafog,TF,Generalist,TFGeneralist,5.67245208,0.767,-1.3301675,56.5371475,65.51233778,1.436964079,2.0405,2.1031,0.863,0.2197701,0.65207162,3.6792555,4.55109722,0.05707539,0.01507014,12,2,12,2,Sup,,,,"168,028.98","607,237.44",,,,
366,33221,Vouacapoua,americana,Vouacapoua_americana,Bafog,TF,TF,TFTF,5.04901707,0.812,-1.827545,34.4385627,60.40793317,1.320470093,1.2492,1.3229,0.5701,0.38035391,1.7764315,4.16621638,6.32300179,0.03811508,0.01680289,14,2,12,2,Mid,,,,"168,019.42","607,248.94",,,,
367,911,Virola,michelii,Virola_michelii,Bafog,TF,Generalist,TFGeneralist,9.47465931,0.821,-1.5179325,30.8178252,88.15167391,1.83409611,0.9731,0.9908,0.3496,0.38817178,2.11981012,2.50355808,5.01153998,0.05271849,0.01317704,28,4,23,2,Inf,,,,"168,050.92","607,235.06",,,,
368,10635,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Bafog,TF,Generalist,TFGeneralist,3.5459815,0.821,-1.963375,81.8418953,91.77158029,1.475779323,2.0075,2.2079,0.8918,0.21824831,1.23469203,2.25294987,3.70589021,0.04132342,0.01070928,18,2,16,4,Sup,,,,"168,047.81","607,233.94",,,,
369,33521,Gustavia,hexapetala,Gustavia_hexapetala,Bafog,TF,TF,TFTF,12.4457782,0.828,-1.7376575,60.3512074,165.8000203,2.315659341,1.2066,1.2069,0.364,0.28550502,1.18867464,1.98755129,3.46173094,0.12147709,0.02797731,13,2,11,2,Inf,,,,"168,057.66","607,218.94",,,,
370,33527,Gustavia,hexapetala,Gustavia_hexapetala,Bafog,TF,TF,TFTF,8.86906569,0.696,-1.93541,42.1650896,98.97908357,2.154929577,1.3378,1.344,0.426,0.27948508,1.23700884,1.22637336,2.74286728,0.09519126,0.02346325,10,3,9,4,Mid,,,,"168,070.52","607,233.44",,,,
371,1074,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bafog,TF,Generalist,TFGeneralist,8.45417449,0.865,-1.3621275,22.7838506,178.4169977,2.129209084,0.3987,0.3996,0.1277,0.37231233,1.44243798,4.14053744,5.95528775,0.14649371,0.04351893,28,3,25,2,Inf,,,,"168,058.77","607,213.81",,,,
372,1073,Bocoa,prouacensis,Bocoa_prouacensis,Bafog,TF,Generalist,TFGeneralist,2.78414271,0.821,-1.420055,48.5199634,84.64752861,1.48726448,1.4108,1.4257,0.5732,0.24924906,0.76070451,2.0848399,3.09479347,0.11886009,0.03387566,24,2,21,3,Mid,,,,"168,066.02","607,201.19",,,,
373,1082,Bocoa,prouacensis,Bocoa_prouacensis,Bafog,TF,Generalist,TFGeneralist,3.40564061,0.86,-1.7536375,85.6064303,112.5955942,1.227015652,1.6521,1.6932,0.7603,0.1675342,0.5018896,3.11582179,3.78524559,0.08731964,0.02589213,24,3,20,4,Inf,,,,"168,083.47","607,188.56",,,,
374,33661,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Bafog,TF,Generalist,TFGeneralist,20.4639822,0.841,-1.87149,215.592584,156.942989,1.523913518,3.3445,3.4671,1.3737,0.12961578,0.78635817,1.24019928,2.15617323,0.13045996,0.02807811,18,2,17,3,Inf,,,,"168,088.50","607,209.75",,,,
375,1061,Virola,michelii,Virola_michelii,Bafog,TF,Generalist,TFGeneralist,10.4596213,0.77,-1.587845,31.7814422,121.4422705,1.311043179,0.5782,0.6048,0.2617,0.36745421,2.16112042,2.37713474,4.90570937,0.11357451,0.02574449,23,3,20,2,Inf,,,,"168,082.42","607,205.19",,,,
376,33692,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Bafog,TF,Generalist,TFGeneralist,11.1103948,0.865,-2.0532625,59.4214978,27.01836848,1.203837585,4.5714,4.8469,2.1993,0.22824066,1.41741173,2.22509276,3.87074515,0.12254944,0.05078809,14,5,12,4,Inf,,,,"168,104.64","607,202.31",,,,
377,10873,Bocoa,prouacensis,Bocoa_prouacensis,Bafog,TF,Generalist,TFGeneralist,18.4060674,0.87,-1.44802,127.353004,109.063119,1.727412863,2.9889,3.1848,1.1677,0.13302477,0.46915466,2.04965795,2.65183739,0.1289431,0.02512536,12,1,11,2,Mid,,,,"168,139.95","607,191.81",,,,
378,10818,Virola,michelii,Virola_michelii,Bafog,TF,Generalist,TFGeneralist,2.15530939,0.892,-1.7376575,41.0919717,182.2260386,1.361419069,0.5125,0.5325,0.2255,0.35181477,2.12868576,1.83052117,4.3110217,0.06935311,0.04661138,32,5,22,4,Inf,,,,"168,121.81","607,201.81",,,,
379,33880,Gustavia,hexapetala,Gustavia_hexapetala,Bafog,TF,TF,TFTF,2.24631259,0.796,-2.011315,85.110606,150.4252492,2.118239661,1.6502,1.7643,0.5658,0.21064161,0.92105189,2.49591133,3.62760482,0.0933831,0.04827032,14,2,13,3,Sup,,,,"168,141.86","607,182.31",,,,
380,34229,Casearia,javitensis,Casearia_javitensis,Bafog,TF,TF,TFTF,3.70410462,0.847,-1.899455,82.2382138,157.2432386,0.9491395793,0.9838,1.0194,0.523,0.23596702,0.61959294,3.26613816,4.12169812,0.07061041,0.03122613,11,2,10,2,Mid,,,,"168,177.55","607,215.75",,,,
381,34016,Vouacapoua,americana,Vouacapoua_americana,Bafog,TF,TF,TFTF,1.84264561,0.823,-1.8575075,38.7066073,242.6746539,0.9749216301,0.2978,0.315,0.1595,0.36259869,1.60507837,4.19417778,6.16185484,0.07234476,0.05677138,12,2,10,2,Mid,,,,"168,137.17","607,233.13",,,,
382,1681,Bocoa,prouacensis,Bocoa_prouacensis,Bafog,TF,Generalist,TFGeneralist,2.68596744,0.843,-1.9973325,46.5581781,95.77901275,0.8524994857,0.8807,0.9005,0.4861,0.2755605,0.76848836,2.7336045,3.77765336,0.04053999,0.01189831,25,2,22,2,Mid,,,,"168,164.55","607,230.44",,,,
383,1787,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Bafog,TF,Generalist,TFGeneralist,2.32298486,0.875,-2.05526,203.826992,138.884568,1.534818752,3.4954,3.7201,1.4676,0.12717987,0.81950881,1.21816438,2.16485306,0.09703038,0.05623957,19,4,16,3,Inf,,,,"168,174.78","607,272.63",,,,
384,25140,Tachigali,melinonii,Tachigali_melinonii,Bafog,BF,Generalist,BFGeneralist,3.3422467,0.829,-1.5938375,19.9945769,132.7661149,1.292828685,0.3481,0.3453,0.1506,0.42600355,1.60491238,3.77676788,5.80768382,0.09540002,0.04450715,38,5,16,3,Inf,,,,"179,920.98","604,166.50",,,,
385,25118,Laetia,procera,Laetia_procera,Bafog,BF,BF,BFBF,3.45160704,0.795,-1.84752,47.217495,68.42123605,1.579336328,1.738,1.78,0.6901,0.31397434,1.78130753,8.68161731,10.7768992,0.09214485,0.05234702,25,4,21,4,Mid,,,,"179,915.64","604,172.00",,,,
386,24822,Tachigali,melinonii,Tachigali_melinonii,Bafog,BF,Generalist,BFGeneralist,6.71468797,0.809,-1.71968,13.2582472,96.14392458,1.145757796,0.2992,0.2959,0.1379,0.55826184,2.09043442,5.5812076,8.22990386,0.10078799,0.0544703,35,4,25,5,Inf,,,,"179,896.38","604,144.88",,,,
387,24775,Gustavia,hexapetala,Gustavia_hexapetala,Bafog,TF,TF,TFTF,4.62092555,0.803,-1.683725,49.1157737,113.1699855,2.101382488,1.3441,1.346,0.434,0.28764775,1.49468656,3.22813291,5.01046722,0.06671786,0.03383994,13,2,11,2,Mid,,,,"179,884.98","604,191.63",,,,
388,373422,Gustavia,hexapetala,Gustavia_hexapetala,Bafog,TF,TF,TFTF,1.16711322,0.822,-1.83953,99.7859799,286.4121122,2.831802526,1.3385,1.335,0.3484,0.20990593,0.87863711,3.04704271,4.13558574,0.10431224,0.04032806,12,2,11,2,Mid,,,,"179,875.83","604,197.69",,,,
389,24790,Pterocarpus,officinalis,Pterocarpus_officinalis,Bafog,BF,BF,BFBF,8.86818906,0.814,-1.4340375,33.8254981,78.20924416,1.692485549,1.11,1.1645,0.4325,0.24847236,1.21580457,2.30857029,3.77284723,0.02934018,0.00978376,30,5,28,4,Mid,,,,"179,889.36","604,168.63",,,,
390,24845,Conceveiba,guianensis,Conceveiba_guianensis,Bafog,BF,Generalist,BFGeneralist,5.66650566,0.823,-1.627795,170.433752,85.87813766,1.317293157,4.5771,4.5989,1.9846,0.11885103,0.63094139,1.81567181,2.56546424,0.12289393,0.03984704,13,2,13,2,Sup,,,,"179,896.38","604,136.50",,,,
391,24842,Symphonia,globulifera,Symphonia_globulifera,Bafog,BF,BF,BFBF,4.66167226,0.829,-1.651765,19.3450596,52.8553541,2.087978142,1.1218,1.1302,0.366,0.46879901,4.25006289,3.64290189,8.36176379,0.03176032,0.00905113,30,5,25,2,Inf,,,,"179,885.08","604,135.94",,,,
392,25187,Pterocarpus,officinalis,Pterocarpus_officinalis,Bafog,BF,BF,BFBF,10.3376775,0.816,-1.4220525,51.5825329,230.3820138,1.893702546,0.5969,0.6479,0.2239,0.19050186,1.13393025,2.16914575,3.49357786,0.03930491,0.01560195,26,4,25,2,Inf,,,,"179,901.63","604,134.00",,,,
393,25264,Virola,michelii,Virola_michelii,Bafog,BF,Generalist,BFGeneralist,2.2531071,0.789,-1.464,69.2386922,51.52071746,1.853262892,3.592,3.8345,1.3439,0.23827016,1.64155341,3.83093208,5.71075566,0.02624217,0.01566942,21,3,20,3,Mid,,,,"179,897.92","604,091.81",,,,
394,25514,Laetia,procera,Laetia_procera,Bafog,BF,BF,BFBF,6.27589332,0.804,-1.8734875,67.9456781,96.48633641,1.548707753,1.681,1.7948,0.7042,0.25010523,1.4300596,4.1231484,5.80331324,0.04788853,0.02486025,28,5,28,4,Sup,,,,"179,924.69","604,145.38",,,,
395,25526,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Bafog,BF,Generalist,BFGeneralist,11.3426893,0.796,-2.0332875,99.4014406,129.953511,1.448686103,1.7315,1.873,0.7649,0.19618543,1.24481221,2.98143572,4.42243335,0.07144703,0.02270681,13,4,11,4,Mid,,,,"179,929.94","604,152.94",,,,
396,25510,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bafog,BF,Generalist,BFGeneralist,13.117732,0.757,-1.3821025,11.601664,43.27364416,1.767251026,0.7253,0.7419,0.2681,0.46451709,1.80520662,3.78769855,6.05742226,0.03018314,0.02033191,24,4,21,3,Inf,,,,"179,940.75","604,150.19",,,,
397,24905,Virola,michelii,Virola_michelii,Bafog,BF,Generalist,BFGeneralist,7.24006166,0.768,-1.5538875,52.794025,170.5233366,1.737403101,0.7947,0.8475,0.3096,0.2703949,1.81756589,5.36906604,7.45702683,0.02549922,0.01304211,27,3,23,3,Sup,,,,"179,891.80","604,087.63",,,,
398,373525,Virola,michelii,Virola_michelii,Bafog,BF,Generalist,BFGeneralist,7.12874842,0.774,-1.467995,37.8940963,84.43426092,1.482620321,1.0377,1.1142,0.4488,0.31231344,1.97086963,4.58830009,6.87148317,0.02619375,0.01742996,14,2,12,2,Inf,,,,"179,956.31","604,151.25",,,,
399,25823,Virola,surinamensis,Virola_surinamensis,Bafog,BF,BF,BFBF,4.71519889,0.798,-1.5938375,44.1315788,87.33738136,1.840886602,1.3976,1.4355,0.5053,0.30562531,1.9918901,5.5470289,7.84454431,0.09967198,0.04783376,35,5,28,2,Inf,,,,"179,960.02","604,155.56",,,,
400,25255,Symphonia,globulifera,Symphonia_globulifera,Bafog,BF,BF,BFBF,4.15844266,0.762,-1.5658725,24.6214603,124.982032,2.050761421,0.5871,0.601,0.197,0.39374176,3.50555778,3.66285035,7.56214989,0.03122851,0.01637744,24,4,18,4,Inf,,,,"179,909.20","604,088.56",,,,
401,26169,Conceveiba,guianensis,Conceveiba_guianensis,Bafog,BF,Generalist,BFGeneralist,3.44625078,0.798,-1.483975,185.467949,256.3128096,1.987285793,2.0411,2.1616,0.7236,0.10993907,0.62982461,1.13682364,1.87658732,0.02225119,0.01512332,24,3,20,2,Inf,,,,"179,985.13","604,130.94",,,,
402,25232,Conceveiba,guianensis,Conceveiba_guianensis,Bafog,BF,Generalist,BFGeneralist,2.32759339,0.796,-1.563875,101.949916,237.1479786,1.517562224,1.0281,1.0823,0.4299,0.19455611,1.00739711,2.49024177,3.69219499,0.02580084,0.02481977,18,2,17,2,Sup,,,,"179,912.33","604,101.94",,,,
403,26147,Virola,michelii,Virola_michelii,Bafog,BF,Generalist,BFGeneralist,4.62336061,0.873,-1.55988,70.761174,163.4584754,1.999538,1.2627,1.2985,0.4329,0.21744798,1.70619744,3.81646639,5.74011181,0.09560401,0.03596323,24,3,20,2,Inf,,,,"179,986.09","604,162.75",,,,
404,26148,Tachigali,melinonii,Tachigali_melinonii,Bafog,BF,Generalist,BFGeneralist,6.40688378,0.826,-1.603825,31.5093914,157.9418115,1.294736842,0.4482,0.4578,0.1995,0.39477127,1.39181681,3.20577409,4.99236216,0.0674878,0.01936829,22,3,18,3,Sup,,,,"179,992.23","604,149.56",,,,
405,26127,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bafog,BF,Generalist,BFGeneralist,6.65667082,0.831,-1.31219,15.5140453,87.99798809,2.031196824,0.5329,0.5344,0.1763,0.45960703,1.65961627,3.10092791,5.22015121,0.03254931,0.01300321,8,2,6,2,Inf,,,,"179,993.20","604,181.13",,,,
406,25790,Laetia,procera,Laetia_procera,Bafog,BF,BF,BFBF,1.71553489,0.812,-1.67973,67.8389167,152.3442998,1.594655289,1.1306,1.1554,0.4453,0.26725206,1.41234586,7.53324818,9.21284611,0.01312307,0.01146175,32,5,27,4,Mid,,,,"179,968.19","604,179.31",,,,
407,26107,Laetia,procera,Laetia_procera,Bafog,BF,BF,BFBF,11.636324,0.833,-1.5698675,76.145503,49.77155566,1.812209948,4.2402,4.3024,1.5299,0.18862928,0.91248945,4.76173005,5.86284878,0.0490347,0.01288733,22,4,20,4,Mid,,,,"179,976.27","604,177.50",,,,
408,27157,Tachigali,melinonii,Tachigali_melinonii,Bafog,BF,Generalist,BFGeneralist,4.96125447,0.83,-1.6218025,18.3543131,203.7104673,1.270810211,0.2113,0.2046,0.0901,0.46841563,2.02120543,5.59679117,8.08641222,0.04923869,0.01517571,26,4,22,2,Inf,,,,"180,045.56","604,102.81",,,,
409,27154,Pterocarpus,officinalis,Pterocarpus_officinalis,Bafog,BF,BF,BFBF,3.22964292,0.849,-1.619805,26.3494143,80.95058157,1.540092166,0.8052,0.8268,0.3255,0.31856858,2.36588956,3.10776658,5.79222472,0.03847544,0.01633061,22,4,16,4,Mid,,,,"180,047.98","604,117.13",,,,
410,27466,Virola,surinamensis,Virola_surinamensis,Bafog,BF,BF,BFBF,2.42196031,0.771,-1.452015,162.056029,133.6434348,2.078096652,3.6766,3.7325,1.2126,0.19718228,1.14787198,5.16322743,6.5082817,0.06593364,0.01703308,28,3,26,2,Inf,,,,"180,077.38","604,099.06",,,,
411,27164,Pterocarpus,officinalis,Pterocarpus_officinalis,Bafog,BF,BF,BFBF,3.14154644,0.857,-1.6737375,20.5527638,172.1337002,1.659966499,0.3295,0.3176,0.1194,0.38863886,2.50846505,4.83616098,7.73326488,0.08493998,0.01784985,20,2,16,2,Inf,,,,"180,046.05","604,103.50",,,,
412,27459,Virola,surinamensis,Virola_surinamensis,Bafog,BF,BF,BFBF,4.28236804,0.808,-1.63978,47.8708115,68.53373157,1.371367215,1.6309,1.6564,0.6985,0.34025853,2.00399018,6.89147029,9.235719,0.03135313,0.01552337,32,3,28,4,Mid,,,,"180,079.33","604,111.94",,,,
413,373740,Tachigali,melinonii,Tachigali_melinonii,Bafog,BF,Generalist,BFGeneralist,4.60531927,0.789,-1.8635,12.1876042,100.1446524,1.216926869,0.2661,0.2698,0.1217,0.61453596,2.06434535,6.80996936,9.48885067,0.01754743,0.00902414,27,4,20,4,Mid,,,,"180,107.75","604,114.81",,,,
414,27776,Iryanthera,hostmannii,Iryanthera_hostmannii,Bafog,BF,BF,BFBF,4.84734379,0.814,-1.460005,79.8862188,147.0930193,1.505431781,1.3423,1.3607,0.5431,0.18255438,1.09517819,1.47714588,2.75487844,0.09725263,0.02550319,9,2,9,2,Sup,,,,"180,116.52","604,101.38",,,,
415,27754,Iryanthera,hostmannii,Iryanthera_hostmannii,Bafog,BF,BF,BFBF,2.66950242,0.525,-1.4979575,53.2899867,71.78069329,1.701373922,1.939,2.0055,0.7424,0.25684394,1.38027145,2.43617179,4.07328718,0.04881959,0.01343581,10,3,10,3,Sup,,,,"180,113.88","604,120.69",,,,
416,25976,Casearia,javitensis,Casearia_javitensis,Bafog,TF,TF,TFTF,15.1794388,0.851,-1.428045,79.4283555,181.26051,2.585577362,1.4162,1.5712,0.4382,0.24153015,1.17069043,2.84690326,4.25912384,0.09525,0.01492409,21,2,19,2,Sup,,,,"179,976.27","604,280.25",,,,
417,25699,Iryanthera,sagotiana,Iryanthera_sagotiana,Bafog,TF,TF,TFTF,2.25152916,0.895,-1.4300425,68.1399116,153.4337122,1.545597838,1.1195,1.1305,0.4441,0.22642901,1.2563672,4.34371645,5.82651267,0.05973048,0.01406763,22,2,18,2,Inf,,,,"179,951.94","604,258.50",,,,
418,25328,Protium,stevensonii,Protium_stevensonii,Bafog,TF,Generalist,TFGeneralist,4.43744546,0.826,-1.8335375,68.0020578,227.8125889,1.283752094,0.6751,0.6817,0.2985,0.22803359,1.26602246,1.84176105,3.3358171,0.08102441,0.01669336,26,4,19,3,Mid,,,,"179,924.09","604,267.25",,,,
419,25386,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Bafog,TF,Generalist,TFGeneralist,4.14028639,0.86,-1.420055,27.8011516,65.83270566,1.221169785,0.9251,0.938,0.4223,0.3440279,1.80819953,7.52862073,9.68084816,0.06016387,0.01494393,16,2,13,2,Inf,,,,"179,937.63","604,253.63",,,,
420,25395,Protium,stevensonii,Protium_stevensonii,Bafog,TF,Generalist,TFGeneralist,7.88040581,0.808,-1.9613775,55.6233086,87.56818105,1.088161209,1.2991,1.3264,0.6352,0.25777145,1.3752982,2.55178454,4.18485419,0.07551658,0.01259761,21,4,19,4,Mid,,,,"179,940.55","604,228.88",,,,
421,25405,Protium,stevensonii,Protium_stevensonii,Bafog,TF,Generalist,TFGeneralist,16.4993778,0.799,-1.9094425,19.8314939,64.36706881,1.007465109,0.6131,0.6185,0.3081,0.38200478,1.91422032,3.99730258,6.29352768,0.05003165,0.01162685,24,3,22,2,Mid,,,,"179,926.23","604,231.69",,,,
422,26307,Protium,stevensonii,Protium_stevensonii,Bafog,TF,Generalist,TFGeneralist,10.0544431,0.869,-2.1211775,34.108208,75.74552076,0.7752609372,0.7886,0.7994,0.4503,0.33477812,1.66589314,2.11178178,4.11245304,0.05794375,0.01576229,24,3,17,2,Inf,,,,"180,012.66","604,246.00",,,,
423,26670,Casearia,javitensis,Casearia_javitensis,Bafog,TF,TF,TFTF,6.88358715,0.89,,122.587477,85.29011132,0.97968413,2.6839,2.8454,1.4373,0.19215692,0.83943665,3.43211058,4.46370415,0.05084604,0.02466419,8,2,8,2,Sup,,,,"180,041.86","604,231.31",,,,
424,27038,Casearia,javitensis,Casearia_javitensis,Bafog,TF,TF,TFTF,3.32686629,0.846,-1.5698675,75.5562942,143.5612658,1.111153335,1.0789,1.1111,0.5263,0.21657469,1.06140563,3.90076564,5.17874596,0.02502932,0.01348661,7,3,7,3,Sup,,,,"180,044.48","604,210.81",,,,
425,26707,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Bafog,TF,Generalist,TFGeneralist,2.41402719,0.711,,38.9706126,224.2267699,1.239930955,0.3664,0.3893,0.1738,0.33441224,1.81837099,3.98460305,6.13738627,0.0295402,0.01109186,26,3,24,4,Mid,,,,"180,034.17","604,191.25",,,,
426,27354,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bafog,TF,Generalist,TFGeneralist,7.84765025,0.843,-1.2023275,22.4128748,293.7467208,2.955439056,0.2963,0.3018,0.0763,0.38219821,1.40400293,3.81423643,5.60043756,0.03419951,0.01235313,18,3,17,3,Mid,,,,"180,088.19","604,200.50",,,,
427,26575,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Bafog,TF,Generalist,TFGeneralist,4.22752358,0.823,-2.163125,36.413095,68.04914035,1.273967483,1.1927,1.2168,0.5351,0.28148118,2.19379145,1.81663908,4.29191171,0.02849801,0.01223407,16,2,16,2,Sup,,,,"180,027.75","604,264.75",,,,
428,27215,Conceveiba,guianensis,Conceveiba_guianensis,Bafog,TF,Generalist,TFGeneralist,4.83648555,0.839,-1.8734875,53.0499153,55.80676972,1.498316853,2.2687,2.3749,0.9506,0.19569161,1.30596606,3.62962347,5.13128114,0.03337639,0.01320244,13,3,13,3,Sup,,,,"180,069.11","604,264.88",,,,
429,27233,Casearia,javitensis,Casearia_javitensis,Bafog,TF,TF,TFTF,14.6851911,0.815,-2.147145,31.2075586,149.0332311,0.9574976122,0.3832,0.4099,0.2094,0.42248768,2.19149891,5.76804647,8.38203305,0.02866628,0.01532731,15,4,15,4,Sup,,,,"180,089.94","604,281.44",,,,
430,27624,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Bafog,TF,Generalist,TFGeneralist,31.9383199,0.805,,,,1.16762391,1.0199,1.019,0.4701,,,,,,,24,3,20,3,Sup,,,,"180,103.77","604,217.13",,,,
431,27632,Gustavia,hexapetala,Gustavia_hexapetala,Bafog,TF,TF,TFTF,1.5226475,0.81,-1.8495175,75.2387507,119.9980075,2.493779904,2.1823,2.1906,0.627,0.21828255,0.9568704,1.03962511,2.21477807,0.0357632,0.01251506,18,2,15,2,Inf,,,,"180,099.67","604,231.50",,,,
432,26771,Conceveiba,guianensis,Conceveiba_guianensis,Bafog,TF,Generalist,TFGeneralist,3.8070957,0.819,-2.035285,105.123741,103.2345488,1.274673475,2.3746,2.3163,1.0183,0.18358816,0.80146464,2.39730636,3.38235916,0.05478224,0.00995045,24,2,18,3,Inf,,,,"180,041.77","604,153.44",,,,
433,26174,Laetia,procera,Laetia_procera,Bafog,BF,BF,BFBF,7.70498341,0.809,-2.011315,33.1519297,91.78275111,1.455149502,0.8495,0.8868,0.3612,0.34792892,1.83032546,6.40253822,8.5807926,0.02437765,0.01700689,34,5,34,5,Sup,,,,"179,982.11","604,131.50",,,,
