Code,idTree,Genus,Species,Name,Forest,Habitat,Type,HabitatType,Gmin,FvFm,TLP,LA,SLA,LSWC,FW,SW,DW,Midrib VLA,2VLA,3VLA,MajVLA,MidribWidth,SecundaryWidth,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition,LT,CC,LDMC,Xutm,Yutm,Latitude,Longitude,DBH,TWI
75,103117,Bocoa,prouacensis,Bocoa_prouacensis,Paracou,BF,Generalist,BFGeneralist,2.11159822,0.818,-1.6657475,77.93889861,131.4536998,1.147411031,1.2644,1.2732,0.5929,0.172989,0.935209,0.944362,2.05256,0.06172,0.02519167,19,3,17,3,Mid,,,,"286,500.81","582,951.50",,,,
76,103259,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,BF,Generalist,BFGeneralist,1.22850107,0.818,-1.8015775,138.3153167,165.389593,1.0349157,1.658,1.7018,0.8363,0.160282,0.979902,3.143336,4.28352,0.061819167,0.01292667,18,3,18,4,Sup,,,,"286,507.94","582,973.44",,,,
77,103275,Laetia,procera,Laetia_procera,Paracou,BF,BF,BFBF,1.43961361,0.83,-1.8814775,63.62880417,67.5321632,1.580237741,2.4009,2.4311,0.9422,0.211596,1.291209,5.467983,6.970788,0.135741667,0.02784417,32,5,24,3,Inf,,,,"286,518.22","582,974.94",,,,
78,103288,Carapa,surinamensis,Carapa_surinamensis,Paracou,BF,BF,BFBF,2.01346394,0.827,-1.74365,187.3585635,136.7980165,1.339223131,3.1529,3.2038,1.3696,0.145927,0.660514,0.689533,1.495974,0.093016917,0.02548043,26,4,21,3,Inf,,,,"286,512.03","582,985.38",,,,
79,103499,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Paracou,TF,Generalist,TFGeneralist,2.6234491,0.829,-1.3501425,17.03416111,260.0635284,2.596946565,0.2346,0.2356,0.0655,0.410317,1.801997,5.05911,7.271424,0.026806667,0.00832333,17,2,14,3,Inf,,,,"286,525.13","583,033.75",,,,
80,104037,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,BF,Generalist,BFGeneralist,0.99913345,0.798,-1.6857225,64.70458472,50.92443312,0.9628521958,2.4644,2.494,1.2706,0.24271,1.278446,3.185408,4.706564,0.1094275,0.00870667,30,4,26,3,Inf,,,,"286,592.06","582,994.25",,,,
81,104123,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,BF,Generalist,BFGeneralist,0.87021616,0.823,-1.6617525,47.99500972,67.17286175,1.144436669,1.5475,1.5322,0.7145,0.304938,1.698575,4.226254,6.229767,0.048754167,0.00629167,15,3,15,3,Sup,,,,"286,603.00","582,989.13",,,,
82,104116,Conceveiba,guianensis,Conceveiba_guianensis,Paracou,BF,Generalist,BFGeneralist,1.73783172,0.834,-1.915435,83.24171944,209.8883496,1.423600605,0.987,0.9612,0.3966,0.202156,0.693807,2.042347,2.93831,0.101763333,0.03540083,14,2,14,3,Sup,,,,"286,596.31","583,001.50",,,,
83,104783,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,BF,Generalist,BFGeneralist,2.23180867,0.769,-1.4540125,45.9689625,90.33005011,1.721163293,1.393,1.3848,0.5089,0.304145,1.37947,5.801831,7.485445,0.028076667,0.00969167,14,2,10,3,Sup,,,,"286,598.69","583,004.19",,,,
84,236720,Conceveiba,guianensis,Conceveiba_guianensis,Paracou,BF,Generalist,BFGeneralist,1.3330147,0.819,-1.819555,146.6320889,243.6963418,1.35865049,1.4231,1.4192,0.6017,0.13535,0.45578,2.062308,2.653438,0.09762,0.03853833,12,3,12,3,Sup,,,,"286,573.03","583,007.19",,,,
85,104225,Eperua,falcata,Eperua_falcata,Paracou,BF,BF,BFBF,1.21400649,0.761,-1.69571,64.45960556,179.3034925,1.341307371,0.8388,0.8417,0.3595,0.229097,1.628124,3.683971,5.541192,0.0605725,0.01165333,30,4,15,3,Inf,,,,"286,622.38","583,004.81",,,,
86,104374,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Paracou,TF,Generalist,TFGeneralist,4.03989409,0.734,-1.907445,192.6860319,679.9083696,,,,0.2834,0.123841,0.617156,2.467865,3.208861,0.166445,0.02555083,18,2,16,2,Mid,,,,"286,645.41","583,000.13",,,,
87,104726,Protium,stevensonii,Protium_stevensonii,Paracou,TF,Generalist,TFGeneralist,6.42550685,0.822,-2.07923,38.73896944,,,0.6331,0.6334,,0.245911,1.241991,4.151391,5.639293,0.032856667,0.01283,20,3,16,3,Inf,,,,"286,664.44","583,113.25",,,,
88,203357,Virola,michelii,Virola_michelii,Paracou,TF,Generalist,TFGeneralist,2.14565997,0.815,-1.723675,56.43594444,187.9944852,1.5502998,0.7597,0.7656,0.3002,0.342617,1.671348,5.746272,7.760236,0.065048333,0.01430583,12,2,11,3,Mid,,,,"286,603.31","583,089.88",,,,
89,178762,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,TF,Generalist,TFGeneralist,0.93429177,0.814,-1.5898425,65.44369583,187.8946191,1.81596325,0.9713,0.9808,0.3483,0.248269,1.223128,6.316828,7.788226,0.035315833,0.0111375,12,3,10,3,Mid,,,,"286,594.41","583,097.00",,,,
90,104801,Conceveiba,guianensis,Conceveiba_guianensis,Paracou,BF,Generalist,BFGeneralist,1.29968727,0.831,-1.6218025,90.42043611,141.2377946,1.575913777,1.6018,1.6491,0.6402,0.175002,0.5437,2.475299,3.194002,0.071975833,0.038655,,2,,3,,,,,"286,610.75","583,074.56",,,,
91,104363,Conceveiba,guianensis,Conceveiba_guianensis,Paracou,TF,Generalist,TFGeneralist,2.37089839,0.8,-1.771615,134.2204694,187.8785966,1.341405375,1.6944,1.6727,0.7144,0.12542,0.507772,1.624006,2.257198,0.084205,0.0346875,21,4,18,3,Mid,,,,"286,636.06","583,003.00",,,,
92,104378,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Paracou,TF,Generalist,TFGeneralist,0.94105818,0.797,-2.442775,101.7365194,61.15443583,1.111264727,3.4561,3.5123,1.6636,0.161251,0.831414,4.805765,5.79843,0.140081667,0.03747667,22,2,22,3,Sup,,,,"286,643.81","582,992.50",,,,
93,104500,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Paracou,TF,Generalist,TFGeneralist,1.34549331,0.802,-2.314935,162.7608472,170.3945218,1.159338358,2.0635,2.0626,0.9552,0.129067,0.716998,4.442867,5.288932,0.130079167,0.01338083,29,2,29,3,Sup,,,,"286,675.59","582,999.31",,,,
94,104355,Licania,membranacea,Licania_membranacea,Paracou,TF,TF,TFTF,3.92759725,0.817,-1.90345,63.59340833,116.6423484,1.450476889,1.2642,1.336,0.5452,0.232575,1.28072,3.344658,4.857953,0.070079167,0.03592167,21,2,19,2,Mid,,,,"286,640.22","583,020.63",,,,
95,104215,Tachigali,melinonii,Tachigali_melinonii,Paracou,BF,Generalist,BFGeneralist,2.768026,0.809,-1.7935875,15.14984861,62.65446076,1.137717122,0.5144,0.5169,0.2418,0.491429,1.889786,3.134207,5.515421,0.0308825,0.01250667,38,5,31,5,Mid,,,,"286,616.69","583,025.19",,,,
96,104562,Iryanthera,sagotiana,Iryanthera_sagotiana,Paracou,TF,TF,TFTF,13.521271,0.682,-1.5898425,28.53920972,88.11117543,1.582895956,0.8245,0.8366,0.3239,0.347601,1.872738,5.997719,8.218058,0.040025833,0.0106275,26,3,20,3,Sup,,,,"286,661.88","583,089.25",,,,
97,104319,Laetia,procera,Laetia_procera,Paracou,BF,BF,BFBF,1.80646328,0.807,-1.979355,59.68802361,67.20867426,1.542619074,2.2061,2.2581,0.8881,0.183899,1.314043,4.935295,6.433237,0.119869167,0.03328833,32,5,26,5,Sup,,,,"286,623.22","583,075.56",,,,
98,145049,Iryanthera,sagotiana,Iryanthera_sagotiana,Paracou,TF,TF,TFTF,0.67798451,0.824,-1.59983,37.47243056,102.2161226,1.52264048,0.9222,0.9248,0.3666,0.312446,1.737681,6.774644,8.824771,0.041951667,0.01060417,16,2,14,3,Inf,,,,"285,998.88","583,213.69",,,,
99,145228,Vouacapoua,americana,Vouacapoua_americana,Paracou,TF,TF,TFTF,1.4436347,0.78,-2.1012025,28.24965972,109.920855,0.9357976654,0.4971,0.4975,0.257,0.40756,1.678934,5.907814,7.994309,0.045006667,0.01388167,16,3,12,4,Inf,,,,"286,002.44","583,248.44",,,,
100,145138,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,TF,Generalist,TFGeneralist,0.92768865,0.824,-1.5738625,75.39144583,67.81635858,1.709274085,2.9551,3.0119,1.1117,0.201959,1.020042,3.786103,5.008103,0.035905,0.01344333,25,3,21,2,Inf,,,,"285,975.50","583,309.38",,,,
101,145139,Poraqueiba,guianensis,Poraqueiba_guianensis,Paracou,TF,TF,TFTF,1.73826009,0.792,-1.9973325,44.52657361,54.01743735,1.373893,1.9404,1.9568,0.8243,0.275785,1.309823,5.077608,6.663216,0.105099167,0.02675083,22,2,20,2,Mid,,,,"285,974.66","583,312.19",,,,
102,145294,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Paracou,TF,Generalist,TFGeneralist,4.20035185,0.828,-1.51194,49.01479306,107.7721923,1.319700967,1.0455,1.055,0.4548,0.235569,1.233078,4.35429,5.822937,0.030021667,0.01311917,22,2,18,3,Inf,,,,"285,971.09","583,318.94",,,,
103,145148,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,TF,Generalist,TFGeneralist,1.68926876,0.812,-1.5978325,108.3839667,83.16118059,1.394843858,3.0966,3.1212,1.3033,0.160547,0.905752,4.012972,5.07927,0.0624275,0.02273583,18,2,14,3,Inf,,,,"285,977.16","583,322.81",,,,
104,143133,Casearia,javitensis,Casearia_javitensis,Paracou,TF,TF,TFTF,5.35786079,0.82,-1.69571,,,,0.6202,,,,,,,,,16,2,13,3,Inf,,,,"285,974.13","583,331.25",,,,
105,142646,Casearia,javitensis,Casearia_javitensis,Paracou,TF,TF,TFTF,2.82665601,0.804,-1.460005,44.69167778,63.13275573,0.9021048171,1.3756,1.3465,0.7079,0.285452,0.897313,2.524325,3.70709,0.061416667,0.03070417,12,3,10,3,Mid,,,,"285,888.25","583,425.56",,,,
106,144254,Dicorynia,guianensis,Dicorynia_guianensis,Paracou,TF,TF,TFTF,7.21749522,0.806,-1.83953,119.9542556,341.7500158,1.600569801,1.021,0.9128,0.351,0.161355,1.010903,2.195858,3.368116,0.05251,0.01638833,8,2,8,3,Sup,,,,"285,910.81","583,195.63",,,,
107,142693,Poraqueiba,guianensis,Poraqueiba_guianensis,Paracou,TF,TF,TFTF,2.99042189,0.825,-2.1012025,69.24987083,70.43314771,1.295870627,2.2627,2.2573,0.9832,0.196636,1.115899,3.103293,4.415828,0.1075,0.03737333,24,4,24,4,Sup,,,,"285,925.47","583,373.31",,,,
108,144866,Vouacapoua,americana,Vouacapoua_americana,Paracou,TF,TF,TFTF,7.69201301,0.831,-2.1211775,51.0187875,157.3682526,0.7739049969,0.5832,0.5751,0.3242,0.290933,0.905521,3.86596,5.062414,0.057651667,0.0125425,23,3,21,4,Mid,,,,"285,974.25","583,216.69",,,,
109,145008,Vouacapoua,americana,Vouacapoua_americana,Paracou,TF,TF,TFTF,2.13581576,0.795,-2.1651225,34.96920139,109.2104978,0.8304184884,0.5947,0.5861,0.3202,0.346966,1.494819,3.027644,4.869429,0.043538333,0.0162925,23,3,21,3,Sup,,,,"285,975.81","583,252.94",,,,
110,174162,Protium,stevensonii,Protium_stevensonii,Paracou,TF,Generalist,TFGeneralist,7.26271517,0.801,-1.52792,68.13432639,90.32788862,1.063502585,1.53528,1.5565,0.7543,0.24537,1.02258,3.380178,4.648129,0.06503,0.033995,16,2,13,3,Mid,,,,"285,945.44","583,273.44",,,,
111,144753,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,TF,Generalist,TFGeneralist,1.93184835,0.784,-1.9453975,67.42262083,89.64581948,1.25887515,1.7603,1.6989,0.7521,0.220102,0.995681,5.395543,6.611326,0.056853333,0.01694167,20,5,17,5,Sup,,,,"285,941.81","583,302.94",,,,
112,144939,Vouacapoua,americana,Vouacapoua_americana,Paracou,TF,TF,TFTF,1.52569938,0.823,-1.7736125,36.27907778,169.8458697,0.9602059925,0.4218,0.4187,0.2136,0.363537,1.408621,3.857225,5.629382,0.043951667,0.01425917,15,2,12,3,Mid,,,,"285,950.84","583,302.00",,,,
113,144945,Gustavia,hexapetala,Gustavia_hexapetala,Paracou,TF,TF,TFTF,5.42011842,0.788,-2.1451475,56.77327083,114.8791397,2.437070012,1.7026,1.6986,0.4942,0.309448,1.148227,4.175068,5.632743,0.039650833,0.018225,13,2,11,3,Mid,,,,"285,948.13","583,314.69",,,,
114,144726,Licania,membranacea,Licania_membranacea,Paracou,TF,TF,TFTF,5.30631446,0.837,-1.771615,33.81692639,93.15957683,1.122589532,0.7661,0.7705,0.363,0.294219,1.709403,4.285336,6.288958,0.033333333,0.014745,27,4,25,3,Sup,,,,"285,927.72","583,303.44",,,,
115,205904,Tachigali,melinonii,Tachigali_melinonii,Paracou,TF,Generalist,TFGeneralist,3.06641547,0.693,-1.75164,21.60816806,153.6854058,1.216216216,0.3521,0.3116,0.1406,0.409637,1.752116,4.414562,6.576316,0.027390833,0.01505667,25,3,23,3,Mid,,,,"285,916.25","583,296.88",,,,
116,138317,Iryanthera,hostmannii,Iryanthera_hostmannii,Paracou,BF,BF,BFBF,1.01560135,0.739,-1.4380325,54.91009306,51.83620604,1.128575474,2.2428,2.2548,1.0593,0.269954,1.241737,3.636878,5.148569,0.044239167,0.01533083,13,2,12,3,Sup,,,,"285,491.63","583,270.00",,,,
117,142689,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,TF,Generalist,TFGeneralist,3.03688707,0.755,-1.587845,77.05279861,59.35356541,1.327530427,2.9503,3.0216,1.2982,0.221642,1.063791,4.981131,6.266564,0.128639167,0.0112475,16,3,11,3,Inf,,,,"285,921.94","583,380.00",,,,
118,142325,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,TF,Generalist,TFGeneralist,1.31500184,0.837,-1.6977075,191.0899847,193.7050023,1.302179422,2.2586,2.2711,0.9865,0.119545,0.731495,3.694993,4.546034,0.069355833,0.01668833,16,3,12,3,Inf,,,,"285,858.56","583,397.06",,,,
119,142517,Carapa,surinamensis,Carapa_surinamensis,Paracou,BF,BF,BFBF,2.29114089,0.818,-1.55988,255.8182944,105.2403712,1.702855027,6.4289,6.5701,2.4308,0.130116,0.5734,1.080834,1.784349,0.194942883,0.05680816,15,4,15,4,Sup,,,,"285,880.78","583,391.69",,,,
120,142667,Iryanthera,hostmannii,Iryanthera_hostmannii,Paracou,BF,BF,BFBF,0.75917005,0.816,-1.4819775,55.628125,53.18684865,1.597093412,2.6356,2.7163,1.0459,0.221328,1.085226,2.560894,3.867448,0.019415,0.00910417,12,2,11,3,Sup,,,,"285,912.31","583,414.00",,,,
121,142472,Iryanthera,sagotiana,Iryanthera_sagotiana,Paracou,TF,TF,TFTF,1.74310237,0.801,-1.71968,53.16760972,112.4764327,1.468161625,1.1741,1.1667,0.4727,0.275919,1.301788,3.770006,5.347713,0.019031667,0.01336333,14,2,12,3,Mid,,,,"285,872.72","583,429.25",,,,
122,143155,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,BF,Generalist,BFGeneralist,1.83227859,0.792,-1.619805,114.3471208,244.4359146,1.820008551,1.3123,1.3192,0.4678,0.14261,0.955616,2.88506,3.983286,0.1073975,0.03679,8,3,8,3,Sup,,,,"285,920.09","583,412.13",,,,
123,142984,Iryanthera,hostmannii,Iryanthera_hostmannii,Paracou,BF,BF,BFBF,1.40041232,0.814,-1.6337875,43.20760833,88.44955647,1.17011259,1.0418,1.0601,0.4885,0.321699,1.521037,3.432853,5.275589,0.019905,0.0099825,10,2,7,4,Mid,,,,"285,941.09","583,428.19",,,,
124,142990,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,BF,Generalist,BFGeneralist,1.56116387,0.813,-1.8375325,63.31020278,45.05422913,1.008255053,2.781,2.822,1.4052,0.223612,1.342166,4.340639,5.906418,0.070321667,0.01361333,23,3,18,4,Mid,,,,"285,947.69","583,423.44",,,,
125,143065,Eperua,falcata,Eperua_falcata,Paracou,BF,BF,BFBF,1.04796991,0.739,-2.29496,36.05305278,96.81270886,1.019334049,0.7437,0.752,0.3724,0.330115,2.050658,5.556037,7.93681,0.052503333,0.00914833,29,4,27,4,Mid,,,,"285,954.94","583,409.50",,,,
126,142950,Vouacapoua,americana,Vouacapoua_americana,Paracou,TF,TF,TFTF,2.53237327,0.831,-1.56787,39.47790139,89.57998954,0.8983435444,0.8484,0.8366,0.4407,0.353228,1.275505,4.319034,5.947767,0.0525125,0.01770083,22,2,18,3,Mid,,,,"285,955.66","583,372.44",,,,
127,142685,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,TF,Generalist,TFGeneralist,0.8742381,0.824,-2.075235,150.68285,145.7140025,1.550720433,2.6298,2.6377,1.0341,0.135477,0.725959,3.431323,4.292759,0.04816,0.01377167,16,4,13,4,Mid,,,,"285,915.28","583,383.25",,,,
128,142527,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Paracou,BF,BF,BFBF,3.37522071,0.778,-1.75164,89.14956528,255.4428805,1.465902579,0.8693,0.8606,0.349,0.209324,1.060842,2.703704,3.97387,0.060833333,0.0141,28,4,24,4,Mid,,,,"285,891.75","583,380.94",,,,
129,142291,Virola,michelii,Virola_michelii,Paracou,TF,Generalist,TFGeneralist,5.15592243,0.765,-2.131165,35.03875278,86.88012095,1.309695016,0.922,0.9315,0.4033,0.385004,1.816155,2.53544,4.736599,0.029166667,0.0167275,24,4,24,4,Sup,,,,"285,842.88","583,416.81",,,,
130,142646,Casearia,javitensis,Casearia_javitensis,Paracou,TF,TF,TFTF,3.49984736,0.801,-1.963375,85.16211944,146.301528,,,,,0.179666,0.721908,1.951952,2.853527,0.073243333,0.03301167,13,2,10,3,Mid,,,,"285,888.25","583,425.56",,,,
131,142662,Laetia,procera,Laetia_procera,Paracou,BF,BF,BFBF,1.48493894,0.818,-1.7216775,60.44662639,64.57972905,1.40715812,2.2317,2.2531,0.936,0.172614,1.234269,4.139716,5.546599,0.116695833,0.0432475,34,4,31,4,Sup,,,,"285,900.91","583,424.63",,,,
132,143007,Eperua,falcata,Eperua_falcata,Paracou,BF,BF,BFBF,2.19726046,0.785,-1.71968,38.77857083,139.1908501,1.159727207,0.5979,0.6017,0.2786,0.278432,1.838855,5.863625,7.980912,0.062365,0.0124025,26,4,23,4,Mid,,,,"285,941.16","583,440.13",,,,
133,143035,Virola,surinamensis,Virola_surinamensis,Paracou,BF,BF,BFBF,5.80321713,0.826,-1.83154,23.15390556,72.15302448,1.834839514,0.8622,0.9097,0.3209,0.495977,2.632303,7.77427,10.90255,0.0658875,0.01365,36,5,31,5,Mid,,,,"285,953.88","583,426.81",,,,
134,141912,Bocoa,prouacensis,Bocoa_prouacensis,Paracou,BF,Generalist,BFGeneralist,1.98602447,0.829,,68.3867375,160.2313437,1.234770384,0.6733,0.9538,0.4268,0.171209,1.088512,0.890267,2.149988,0.073373333,0.02393333,23,5,20,5,Sup,,,,"285,854.16","583,299.19",,,,
135,143058,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Paracou,BF,Generalist,BFGeneralist,9.31729115,0.81,-1.6577575,18.73447778,40.86036593,0.9912758997,0.8835,0.913,0.4585,0.37616,1.586939,2.74944,4.71254,0.036936667,0.01424917,29,4,27,4,Sup,,,,"285,960.84","583,408.69",,,,
136,141725,Symphonia,globulifera,Symphonia_globulifera,Paracou,BF,BF,BFBF,2.44379778,0.782,-1.464,17.85435417,86.25291868,1.701932367,0.5689,0.5593,0.207,0.497614,5.314989,2.446053,8.258657,0.054283333,0.01222667,39,4,30,4,Inf,,,,"285,809.22","583,283.75",,,,
137,143297,Bocoa,prouacensis,Bocoa_prouacensis,Paracou,BF,Generalist,BFGeneralist,0.94844866,0.82,-1.7456475,41.99810833,300.8460482,1.915472779,0.4213,0.407,0.1396,0.278845,1.777593,1.030532,3.08697,0.0722875,0.0154475,22,3,18,3,Inf,,,,"285,756.28","583,251.88",,,,
138,141168,Laetia,procera,Laetia_procera,Paracou,BF,BF,BFBF,2.47037331,0.842,-1.7376575,101.6870306,57.33045642,1.443761628,4.2825,4.3345,1.7737,0.150676,0.906622,2.480292,3.53759,0.142731667,0.039055,26,4,22,4,Mid,,,,"285,751.28","583,282.63",,,,
139,141172,Symphonia,globulifera,Symphonia_globulifera,Paracou,BF,BF,BFBF,3.81383691,0.798,-1.9374075,37.07021528,68.18137811,1.672613574,1.458,1.4531,0.5437,0.320449,3.167331,2.533371,6.021151,0.054206667,0.02124667,27,4,23,5,Mid,,,,"285,755.63","583,292.25",,,,
140,126739,Poraqueiba,guianensis,Poraqueiba_guianensis,Paracou,TF,TF,TFTF,3.8512344,0.831,-1.8575075,68.88506806,137.4402794,1.212290503,1.0729,1.1088,0.5012,0.23386,1.110346,3.095571,4.439777,0.12256,0.02180583,16,2,14,2,Mid,,,,"286,126.28","581,360.88",,,,
141,141732,Tachigali,melinonii,Tachigali_melinonii,Paracou,BF,Generalist,BFGeneralist,3.12651835,0.787,-1.2982075,11.51539583,100.4833842,1.333333333,0.263,0.2674,0.1146,0.590471,2.003262,2.709387,5.30312,0.022725833,0.0084625,34,5,26,4,Inf,,,,"285,819.06","583,292.38",,,,
142,141516,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Paracou,BF,Generalist,BFGeneralist,3.28781635,0.822,-1.923425,85.42569444,108.0107402,1.328992287,1.8291,1.842,0.7909,0.227997,0.780187,2.27205,3.280235,0.068345,0.02156417,18,3,14,3,Inf,,,,"285,785.31","583,279.25",,,,
143,143313,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Paracou,BF,BF,BFBF,5.23773956,0.831,-1.763625,98.23691944,138.3618584,1.336619718,1.647,1.659,0.71,0.206993,1.221303,2.566703,3.994999,0.078424167,0.0275525,18,3,14,3,Inf,,,,"285,763.16","583,266.94",,,,
144,143306,Carapa,surinamensis,Carapa_surinamensis,Paracou,BF,BF,BFBF,1.29035187,0.83,-2.091215,110.3044778,75.22127508,1.665711948,3.8416,3.909,1.4664,0.175499,0.897045,1.883386,2.95593,0.117561667,0.031425,24,5,24,4,Sup,,,,"285,758.47","583,256.69",,,,
145,141465,Protium,stevensonii,Protium_stevensonii,Paracou,TF,Generalist,TFGeneralist,2.14115017,0.831,-1.8814775,39.09064306,171.5254193,1.056164985,0.4746,0.4686,0.2279,0.345936,1.519118,3.66451,5.529564,0.027105,0.0212,14,2,12,3,Mid,,,,"285,768.03","583,365.06",,,,
146,142036,Licania,membranacea,Licania_membranacea,Paracou,TF,TF,TFTF,4.51787262,0.797,-1.539905,20.48555278,45.56395191,1.097864769,0.9267,0.9432,0.4496,0.397187,1.861988,4.8351,7.094275,0.026115,0.0101475,18,3,14,3,Inf,,,,"285,836.97","583,396.88",,,,
147,142081,Eperua,falcata,Eperua_falcata,Paracou,BF,BF,BFBF,3.05102346,0.607,-1.6617525,44.31394583,237.86337,1.366076221,1.3234,0.4408,0.1863,0.315808,2.291887,4.896761,7.504455,0.054374167,0.00923417,23,3,17,3,Inf,,,,"285,853.72","583,345.81",,,,
148,138144,Laetia,procera,Laetia_procera,Paracou,BF,BF,BFBF,2.05119226,0.805,-1.61581,109.5001736,129.2342424,1.967543963,2.4588,2.5144,0.8473,0.166372,0.965685,1.57497,2.707027,0.103348333,0.03522667,17,2,17,2,Sup,,,,"285,475.69","583,291.25",,,,
149,138122,Pterocarpus,officinalis,Pterocarpus_officinalis,Paracou,BF,BF,BFBF,1.20415688,0.828,-2.15114,31.31539028,131.8542749,1.478315789,0.5892,0.5886,0.2375,0.29631,1.464118,2.193809,3.954237,0.042724167,0.01452083,28,4,23,2,Inf,,,,"285,460.19","583,280.13",,,,
150,138083,Bocoa,prouacensis,Bocoa_prouacensis,Paracou,BF,Generalist,BFGeneralist,2.35154943,0.75,-2.0572575,70.91469583,92.28877646,1.115434669,1.6079,1.6255,0.7684,0.185485,0.895037,2.109866,3.190388,0.0812725,0.0182875,12,5,12,4,Sup,,,,"285,480.47","583,231.94",,,,
151,141222,Poraqueiba,guianensis,Poraqueiba_guianensis,Paracou,TF,TF,TFTF,1.33504389,0.828,-2.1211775,87.25289861,99.60376554,1.558219178,2.1961,2.241,0.876,0.199093,1.089157,3.838489,5.126738,0.122511667,0.02003583,20,3,17,3,Mid,,,,"285,732.34","583,334.25",,,,
152,141631,Casearia,javitensis,Casearia_javitensis,Paracou,TF,TF,TFTF,4.17955029,0.727,-1.69571,77.67380139,80.1339125,0.8477251625,1.7853,1.791,0.9693,0.238842,0.805314,2.273242,3.317399,0.109289167,0.05039583,13,2,13,2,Sup,,,,"285,767.22","583,379.94",,,,
153,141607,Dicorynia,guianensis,Dicorynia_guianensis,Paracou,TF,TF,TFTF,6.94441668,0.834,-1.6178075,64.38581111,150.9986189,1.334662289,1.0381,0.9955,0.4264,0.212241,1.446033,3.271484,4.929757,0.026681667,0.02147083,40,5,31,4,Mid,,,,"285,772.16","583,377.19",,,,
154,141857,Iryanthera,sagotiana,Iryanthera_sagotiana,Paracou,TF,TF,TFTF,1.44613645,0.805,-1.444025,49.77565972,219.372674,,,,0.2269,0.262692,1.295238,3.380635,4.938565,0.033018333,0.01083,17,2,14,3,Mid,,,,"285,818.69","583,378.50",,,,
155,141969,Bocoa,prouacensis,Bocoa_prouacensis,Paracou,TF,Generalist,TFGeneralist,6.96038429,0.752,-2.075235,96.00185694,70.64154301,0.9927888153,2.8052,2.7082,1.359,0.17458,0.618414,2.171483,2.964477,0.094196667,0.02224667,19,3,18,4,Mid,,,,"285,824.44","583,371.38",,,,
156,145138,Poraqueiba,guianensis,Poraqueiba_guianensis,Paracou,TF,TF,TFTF,1.72846591,0.822,-2.2809775,68.99936806,102.1607463,1.190405686,1.458,1.4794,0.6754,0.209183,1.010781,3.307454,4.527418,0.0961275,0.03690167,18,3,16,2,Mid,,,,"285,975.50","583,309.38",,,,
157,143500,Protium,opacum subsp. rabelianum,Protium_opacum subsp. rabelianum,Paracou,BF,BF,BFBF,16.5026384,0.795,-1.66375,36.96760417,73.77290794,1.328876472,1.1507,1.167,0.5011,0.344555,1.751753,4.200868,6.297176,0.109876667,0.04039417,18,3,16,2,Mid,,,,"285,803.81","583,255.13",,,,
158,144184,Iryanthera,hostmannii,Iryanthera_hostmannii,Paracou,BF,BF,BFBF,1.42105119,0.801,-1.6857225,100.9394083,122.1287457,1.314821537,1.9061,1.9132,0.8265,0.195065,1.08397,3.373921,4.652956,0.0283575,0.01246167,12,2,10,3,Mid,,,,"285,827.13","583,249.56",,,,
159,143542,Eschweilera,coriacea,Eschweilera_coriacea,Paracou,TF,Generalist,TFGeneralist,1.13993917,0.812,-2.0173075,66.3786,107.1140875,1.258673552,1.3631,1.3997,0.6197,0.239431,1.193406,5.35581,6.788648,0.0333575,0.0077625,20,3,20,4,Sup,,,,"285,816.31","583,207.88",,,,
160,143554,Poraqueiba,guianensis,Poraqueiba_guianensis,Paracou,TF,TF,TFTF,4.19157732,0.813,-2.20707,55.26106667,143.1263058,1.721574722,0.9823,1.0508,0.3861,0.260763,1.256631,3.404744,4.922138,0.124305833,0.02938333,18,2,14,4,Inf,,,,"285,819.16","583,193.13",,,,
161,143929,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Paracou,BF,Generalist,BFGeneralist,1.22351079,0.802,-1.5538875,199.836211,404.0360109,1.428831379,1.1573,1.2013,0.4946,0.130313,0.643049,2.946946,3.720308,0.073045108,0.0381127,22,3,15,2,Inf,,,,"285,868.72","583,206.94",,,,
