Code,Genus,Species,Name,Habitat,Type,HabitatType,Forest,Gmin,TLP,LA,SLA,LSWC,MajVLA,K,P,C,N,MidribWidth,SecundaryWidth,DBH,TWI
94,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Paracou,1.36802785213962,-0.643668029093267,4.15250982241716,4.75911240157692,0.371892391474086,1.5806171557699,2.19417135655335,-0.489063691671463,3.85862222870103,0.559615787935423,-2.65812971884017,-3.32641454442397,13.8535031847134,2.36459155492363
96,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Paracou,2.604264075072,-0.463634954721937,3.35127892148389,4.47859937428874,0.459256052612369,2.10633392811458,2.29388911130593,-0.19269128910362,3.9891692146048,0.470003629245736,-3.21823020832342,-4.54431029773133,26.1146496815287,1.90904201818038
98,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Paracou,-0.388630837910399,-0.469897373600805,3.62360547741002,4.62708942098656,0.420445985696618,2.17756265347418,1.98187474538066,-0.461310944343354,3.99618031343487,0.231111720963387,-3.17123710907537,-4.54650795899771,25.4777070063694,1.75280998089
101,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,0.552884664668767,-0.691812540323758,3.79608617074348,3.98930690840644,0.317648316038004,1.89660225088476,1.86313774426528,-0.408584698975802,3.94507085947435,0.113328685307003,-2.25285092691561,-3.6211897780841,27.0700636942675,1.72070932765429
106,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Paracou,1.97650797027555,-0.609510104209265,4.78711046640174,5.83407952191801,0.470359691204277,1.2143535375922,1.63235655832923,-0.728746793816158,3.92434675511698,0.60431596685333,-2.94675165133237,-4.11118578281487,27.0700636942675,1.92260509946114
107,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,1.09541447778333,-0.742509799893268,4.23772127984308,4.2546640005734,0.25918276773551,1.48519535894089,1.39739683493208,-0.758454744001425,3.96688990686899,-0.150822889734584,-2.23026443141442,-3.28679793054382,27.7070063694268,2.38902377352436
113,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Paracou,1.69011766392136,-0.76320831458457,4.03906563104756,4.74388061647518,0.890796503053068,1.72859653487035,2.36908035471548,-0.260156831641037,3.91820386450323,0.806475865866949,-3.22764332229472,-4.00496100108742,17.3566878980892,1.72070932765429
114,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Paracou,1.66889751894249,-0.571891559953618,3.5209614578765,4.53431390259379,0.115638098416066,1.83879539721183,1.71124014590799,-0.937728104138074,3.91979274269251,0.231111720963387,-3.40119739166216,-4.2168512367149,23.7261146496815,1.98385004781042
121,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Paracou,0.555666496884365,-0.542138227004935,3.97344937112153,4.72274371230447,0.384011022707615,1.67666899287822,2.66639301763096,-0.222659356055656,3.96783607024736,0.314810739840034,-3.96165100298197,-4.31524089043463,18.6305732484076,2.43069975533795
129,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Paracou,1.64014604035555,-0.756668778556407,3.5564546711932,4.46452924829601,0.269794297983706,1.55531936762457,1.62900285070017,-0.69568130875223,3.97743614397638,0.357674444271816,-3.53472876285811,-4.0907012073073,23.8853503184713,1.78028344247591
140,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,1.34839372028763,-0.619235535286686,4.23243943545507,4.9231894914153,0.192511547699708,1.49060414995758,1.48859706342804,-0.791729520044345,3.9408048068536,0.0582689081239758,-2.09915457298986,-3.82557791374778,13.3757961783439,2.04780609372639
146,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Paracou,1.50804122375725,-0.431720726211047,3.01971989514917,3.81911687555183,0.0933671740116932,1.95928812075373,2.19817860655004,-0.894499715088197,3.91820386450323,0.19062035960865,-3.64524541709388,-4.59052790925122,22.2929936305732,1.82394672021852
151,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,0.28896416771629,-0.751971359021111,4.46881078243455,4.6011999704803,0.443543616682667,1.63446958948684,1.81133173666011,-0.664390505761863,3.77092016445015,-0.0512932943875506,-2.09954901271615,-3.91023310825025,21.9745222929936,1.93681544878873
153,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Paracou,1.93793798131814,-0.4810718375163,4.1648932844737,5.0172706906042,0.288678292757442,1.59528969677895,1.70340266938104,-0.585238298747161,3.94603788401542,0.641853886172395,-3.62377857862722,-3.84106000924529,62.8582802547771,1.82394672021852
156,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,0.54723425788248,-0.824604079158905,4.23409734594018,4.62654751697085,0.174294161227497,1.51015179907083,1.27822186859713,-0.949782264170996,3.91581580366684,0.113328685307003,-2.34207984369219,-3.29949847150717,19.9044585987261,1.72070932765429
160,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,1.43307711178237,-0.791665844034871,4.01206862199929,4.96372749771123,0.543239407777345,1.593742988959,1.72608080682082,-0.446151065006956,3.86451202275709,0.122217632724249,-2.08501035477648,-3.52732777224937,23.4076433121019,2.09426406947773
166,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,0.37468665379332,-0.4896775717918,4.56687125008981,4.50841368051825,0.290860377913596,1.48641839028245,0.958947577065886,-0.972159398384113,3.97368238581487,-0.0725706928348354,-2.0860432853144,-2.8988475158665,11.9426751592357,2.09426406947773
170,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Paracou,0.00696321048174957,-0.336529377845765,3.46287099557761,4.80725595362029,0.496220055216129,2.21566025771412,1.81087918365375,-0.536559620909078,3.88691030461307,0.104360015324243,-3.38406988817138,-4.48524101049374,16.2420382165605,1.75280998089
175,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Paracou,0.986984634719924,-0.647856884700138,4.58880881576889,5.17976048401417,0.45099970781783,1.65428144173259,1.9660154532293,0.0154745097879226,3.95220479506098,0.858661619037519,-3.70568658598964,-3.80608765501948,25.1592356687898,1.92260509946114
184,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,1.84656472387416,-0.422599145203,4.27867557632715,4.45756303638682,0.154492303224951,1.45047055099842,1.88179937642031,-0.947218709008004,3.83514196109219,-0.3147107448397,-2.00866625963079,-2.62929673953401,12.5796178343949,2.04780609372639
189,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Paracou,0.524659852020564,-0.705716603348006,3.72531166093274,4.95118930064673,0.221028880858043,1.87181633064758,1.61165352814388,-0.686992022471065,3.89202435892146,0.385262400790645,-2.74522001359074,-3.98818454624984,33.4394904458599,1.81594188014297
190,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Paracou,1.07576244130914,-0.616004222878006,3.2948682900902,4.16690293070982,0.266348735829667,1.774316386017,1.40920075498076,-0.730083110619106,3.96176509732296,0.364643113587909,-2.65911718999303,-4.38556649258468,24.203821656051,1.81594188014297
191,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,-0.117046520700124,-0.220157096293424,4.08719895417635,3.93516479832085,0.341014387807813,1.64149979295201,1.14866969716321,-0.838532762998938,4.03742141482248,0.157003748809665,-2.05944938724702,-3.07092295470254,14.171974522293,1.91901829852016
193,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Paracou,1.05984448493587,-0.806042736365622,4.69296993500118,4.90036317622416,0.389298044520592,1.63138275335525,1.5025948961929,-0.545301944037775,3.93005936791424,0.641853886172395,-2.59943125440151,-4.04555439805267,26.2738853503185,1.91901829852016
250,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.5733385979928,-0.570763421537487,4.48449456044943,5.24143387409716,0.675620792470136,0.934732339285168,2.21377849756363,-0.510325498849308,3.88895906582959,0.727548607277278,-2.87542850650106,-4.19488206068171,12.4203821656051,1.80953087649615
251,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Bafog,2.16652164026642,-0.521008600822259,3.76147924882531,4.5343191982945,0.425407872611641,1.83581155657707,1.21777219526177,-0.381992751923022,3.98713047791495,0.770108221696074,-2.79578103684023,-4.35268222434468,14.3312101910828,1.80953087649615
252,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,0.316081712833465,-0.478599392095666,3.21640358740598,4.73783062251737,0.482403537854935,1.97708951126635,1.27858625313338,-0.701070588010964,3.92474177783592,0.500775287912489,-2.38478978607469,-4.33277867054894,24.0445859872612,1.80953087649615
253,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Bafog,1.38043799101157,-0.638407163568933,4.41906008371,5.1849930339956,0.525261682103174,2.14332432052166,2.43922791509767,-0.895161876564119,3.91282268559871,0.476234178996372,-2.78148207109529,-4.07008482379604,17.6751592356688,1.80953087649615
259,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,1.48688405473257,-0.402768141226905,4.4144009586892,4.63131396025277,0.532672196587242,1.47759387713545,1.69981114189309,-0.308384659790543,3.97066920086088,0.970778917158225,-2.20270817481268,-2.97241797625754,17.8343949044586,2.05111541580551
260,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,1.14815885240953,-0.471145164945864,3.92572033917292,4.6998606789424,0.419463398493417,1.83637366744608,2.10149440123468,-0.44856752895015,3.93398017278019,0.512823626428664,-2.63433177266794,-3.30474530861161,21.8152866242038,2.05111541580551
263,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.0144121600506,-0.593087866448325,4.22765967125068,4.42403958529567,0.33405271917007,1.72753623349393,1.2590037684153,-0.682696717368065,3.95871573342013,0.122217632724249,-2.60827378253432,-3.21500781527186,21.656050955414,2.05111541580551
266,Virola,michelii,Virola_michelii,BF,Generalist,BFGeneralist,Bafog,1.36668214524431,-0.5054657854611,3.88292321372514,5.74274741386733,0.722263161335501,1.63895725564472,1.39853134291965,-0.411243294721684,4.01096295328305,0.854415328156068,-2.11836758465264,-3.43185898076069,14.0127388535032,2.05111541580551
269,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,2.47578888400633,-0.251709627957004,3.53935252077661,4.64559383660922,0.456345177266968,1.98005226127018,1.25158795558085,-0.318391070581747,3.97123486505999,0.854415328156068,-2.24810722973294,-3.69362348927505,12.4203821656051,1.99892008723785
271,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,2.40128924312331,-0.221758592701628,4.18587547473528,4.41944822154003,0.173398023768681,1.6145420481428,1.72505749306399,-0.162430745150835,3.97518558038579,1.00063188030791,-2.06399954538534,-3.51597577328575,65.0329687898089,1.80953087649615
272,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.61862389778431,-0.684787334215465,3.77379311785746,4.67224393160329,-0.0798483094122774,2.08578449256664,0.720794467699631,-0.933093612911378,3.96651119071222,-0.0202027073175195,-1.83867285365088,-3.401072389474,30.8917197452229,1.80953087649615
275,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.53181847027958,-0.640514832144848,4.1581071730441,3.95860079149605,0.416489739823473,0.71647960509919,1.04953699235237,-0.67874414406722,3.96764690917614,0.350656871613169,-1.75214821696049,-3.66389147051573,26.4331210191083,1.99892008723785
281,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,2.12947485187058,-0.690811956044374,3.6212478690489,3.99900053859053,0.50147359653139,1.5537831733907,1.5009376038925,-0.651505112791694,3.96442568422119,0.2390169004705,-3.72591238620642,-4.35967431941988,29.7770700636943,1.99892008723785
283,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,1.80467854904795,-0.42128924345505,4.96961591204081,5.85877797652671,0.612222088566026,1.451580850116,1.88108970475257,-0.124996490174685,3.95412418144678,1.07158361628019,-2.12019145546464,-3.29673385818155,12.4203821656051,1.99892008723785
284,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,1.68570350995351,-0.375699817882777,4.72608225001414,5.5472901006416,0.450144169236633,1.81590156120407,1.76434224191039,-0.183221509630055,3.96100362764977,0.989541193613748,-2.39596872977471,-2.89787570219461,15.6050955414013,1.99892008723785
285,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.47146412066429,-0.620310323274237,4.22225541939656,4.42058441433633,0.313798244745883,1.95156144038495,1.15506023481528,-0.667056599241897,3.88936831486334,0.207014169384326,-2.57393552237211,-3.64156809712677,24.6815286624204,1.99892008723785
289,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Bafog,3.28433644074572,-0.809604893920145,3.84418522585131,4.12416371391806,0.0727082859088265,2.12555994940834,1.93066556576147,-0.539067960428727,3.73385281975667,0.457424847038875,-2.13316616830902,-3.26985627346026,24.3630573248408,1.99892008723785
307,Virola,michelii,Virola_michelii,BF,Generalist,BFGeneralist,Bafog,1.00306553054801,-0.431720726211047,2.971172229676,4.0278751152669,0.519875459285908,1.94263489268272,1.56530009748565,-0.495899967623389,3.96670056671884,0.647103242058538,-2.90421527878844,-4.07998791385628,14.4904458598726,1.91478778358562
319,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Bafog,1.86046764308137,-0.705716603348006,4.02493440725594,4.15356354985312,0.247478276435566,2.01399509783849,1.86245885756427,-0.90107049949551,3.91760738372205,0.405465108108164,-2.96401638202755,-4.20424670882386,26.2738853503185,2.05111541580551
327,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Bafog,1.47701193147406,-0.701763701491935,4.04757149234946,5.3491571255424,0.658941434806097,1.81929457793323,1.7093058752021,-0.402970716690729,3.97668651875387,0.912282710476616,-2.63738910188124,-4.17058650197362,19.7452229299363,1.74737969845969
328,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,1.17536540386815,-0.702753392805156,4.13030291961085,4.21498972777805,0.501685152089033,0.984480514037851,1.78585632322913,-0.558742047258005,3.87929318080523,0.631271776841858,-2.38456572723486,-3.30377271169593,10.828025477707,1.8607994824927
352,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,1.46512271330063,-0.267120244535729,4.52621712068862,5.37672011202477,0.441180452900681,1.19741043299111,1.79784015267683,-0.133888061937746,3.97687397774776,0.943905898907128,-2.94961768554832,-3.88794131111767,55.0278968152866,1.83656007616301
354,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Bafog,1.34535219531686,-0.392028574171202,4.12301812323866,4.83881999436341,0.699977320777781,1.27386415006399,1.4029260496327,-0.580817994586026,3.97330623384504,0.774727167552368,-2.71979302901877,-4.36559123877105,22.2929936305732,1.86997561436684
356,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,0.396745717803394,-0.36881668378149,3.78331481956156,5.01705978222117,0.77329554621868,2.05494966047282,1.29352341049273,-0.636876267098643,3.97387040875423,0.587786664902119,-3.44818899419567,-4.25651461140922,20.3821656050955,1.86997561436684
357,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,1.53240283031701,-0.663410650025663,4.1679825665773,5.59260204201886,0.819116804733662,1.14717167382916,1.40278688616533,-0.588086113732445,3.90318405676094,0.727548607277278,-2.64774883152615,-3.88852232241589,12.4203821656051,1.86997561436684
361,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Bafog,1.75297060614744,-0.4896775717918,2.99405990091811,4.65006544916854,0.461652987301492,1.92191762659465,1.17923948395701,-0.386398045390939,3.94970407239584,0.774727167552368,-2.87219639505339,-3.96106305081529,40.9235668789809,1.6851451660552
362,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,0.668036217848364,-0.493343192731533,3.56084989574703,4.62941806306676,0.365976527931786,1.91077594240605,1.74470310565734,-0.527937263020438,3.99911771227908,0.524728528934982,-3.14896201091231,-4.21595709605561,19.4267515923567,1.6851451660552
367,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Bafog,2.2486207935938,-0.417349211581616,3.42809326283371,4.47905889803447,0.606551776954019,1.61174324910236,1.43028261454783,-0.314156939314183,3.90439397826366,0.806475865866949,-2.94278903107971,-4.32927935783131,33.7579617834395,1.70661952546892
369,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.560529655945106,-0.55253794183059,4.10018095397141,5.11078236531681,0.839694459366696,1.24176873565178,2.26085260597627,-0.225267618047624,3.84052700372308,0.916290731874155,-2.10802959365193,-3.57636145446663,14.4904458598726,1.70661952546892
370,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,2.18256945706437,-0.660319190341922,3.74159261800952,4.59490855072229,0.767758044351121,1.00900382580493,2.11864428832557,-0.67584143258,3.82907608460722,0.625938430866495,-2.351867148122,-3.75231991167737,12.7388535031847,1.70661952546892
375,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Bafog,2.34752225339247,-0.462377751008169,3.4588825408215,4.79943901026754,0.270823140328305,1.59039970437508,1.25594683745828,-0.609645465233955,4.00824186316869,0.542324290825362,-2.17529618167571,-3.65953465535203,32.8025477707006,1.70661952546892
378,Virola,michelii,Virola_michelii,TF,Generalist,TFGeneralist,Bafog,0.767934281696224,-0.55253794183059,3.71581276665525,5.20524788669465,0.308527588644463,1.46117492938722,1.06613723285634,-0.576972530996629,4.01241117945941,0.667829372575655,-2.66854428823762,-3.06591056165539,24.3630573248408,1.70661952546892
379,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.809290022945573,-0.698788737012302,4.44395165766091,5.01346627777558,0.750585395006974,1.28857260129257,1.71761430458783,-0.555869068164181,3.76514580956739,0.698134722070984,-2.37104489230351,-3.03093839995529,10.6687898089172,1.7690637419511
387,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,1.53059502052701,-0.521008600822259,3.89418023982776,4.72889098470949,0.742595455973925,1.61152916823359,1.86696362071476,-0.422718307259741,3.89508028469783,0.810930216216329,-2.70728259578657,-3.38611351729533,12.1019108280255,2.37606616940397
388,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.154533366593336,-0.609510104209265,4.60302769148498,5.65743172548877,1.04091344382129,1.41962897261535,2.2233518751785,-0.468283142132849,3.90519978008002,0.636576829071551,-2.26036657007368,-3.21070777440287,12.1019108280255,2.37606616940397
393,Virola,michelii,Virola_michelii,BF,Generalist,BFGeneralist,Bafog,0.812310196938121,-0.38117241553912,4.23755984220358,3.94198400763269,0.616947810734027,1.7423513546666,1.57120377069916,-0.549323013247591,3.81374843615981,0.482426149244293,-3.64038762015482,-4.15604423670062,17.0382165605096,2.10878216114067
397,Virola,michelii,Virola_michelii,BF,Generalist,BFGeneralist,Bafog,1.97962972293594,-0.440759855502503,3.96639802143003,5.13887215869659,0.552391527563623,2.00915678651683,1.78919116729566,-0.312665317605038,3.9088178744792,0.751416088683921,-3.66910741552088,-4.33957192575748,18.9490445859873,2.10878216114067
398,Virola,michelii,Virola_michelii,BF,Generalist,BFGeneralist,Bafog,1.96413568185085,-0.383897524191973,3.63479532950636,4.43597325428001,0.393811009375893,1.92737997376288,1.60766140537946,-0.522117150453668,3.97198858659558,0.576613364303994,-3.64223444629089,-4.0495647143467,15.2866242038217,2.40811586415758
403,Virola,michelii,Virola_michelii,BF,Generalist,BFGeneralist,Bafog,1.53112184542493,-0.444608895225791,4.25931046044847,5.09655898498267,0.692916153644283,1.74747868923584,1.85031233860355,-0.36440402217254,4.01584233406714,0.797507195884188,-2.34754051419778,-3.325258251388,24.6815286624204,2.40811586415758
417,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,0.811609612041377,-0.357704164109898,4.22156311490295,5.03326863158703,0.435410785875695,1.76241865157614,0.961150626452137,-0.657806658698637,3.93808053974744,0.431782416425538,-2.81791283610748,-4.26387886554084,23.7261146496815,1.76025098636051
431,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.420450596040701,-0.614924794262368,4.32066640009508,4.7874751384443,0.913799593285879,0.795152204346406,1.85195311034251,-0.615773317239215,3.88485733735538,0.698134722070984,-3.3308358472218,-4.38082255986299,18.1528662420382,1.80899895828096
451,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.36352810541212,-0.545616829582043,4.43816322503277,4.24729496227035,0.2377272627346,1.45998665599893,1.22076062990621,-0.574784721690507,3.80131488344372,0.182321556793955,-1.90757457752432,-4.13707713072703,31.3694267515924,2.12756782124093
458,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.40803940951768,-0.500634368892962,4.58761693718218,4.17643486874479,0.234244375911144,1.08284318397151,1.11424190733714,-0.679252756689247,3.94429656597844,0.46373401623214,-2.34281101520071,-4.03061905899404,30.2547770700637,2.05754235789421
460,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,0.870074154387727,-0.690811956044374,4.84481485787281,4.56189410252274,0.344353681059166,1.30348429262483,1.08733511638337,-0.578848501563253,3.93554420046949,0.29266961396282,-3.24649319790361,-4.40268740607041,22.6114649681529,1.99892008723785
461,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,0.318021972469637,-0.55712554700051,4.82431981219095,4.37592293669928,0.202208081802592,1.33207974065355,1.82140485024582,-0.262172232906732,3.93632529795111,0.65232518603969,-2.18240103099863,-4.08587354283257,22.4522292993631,1.99892008723785
466,Virola,michelii,Virola_michelii,BF,Generalist,BFGeneralist,Bafog,2.40342773139631,-0.499422858640647,3.757596215486,5.01637725630693,0.140985932736051,1.9737369473893,1.27735114357658,-0.504573227463102,3.9543159176184,0.542324290825362,-2.8073378606018,-4.27505669483423,26.2738853503185,2.05111541580551
473,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Bafog,2.12126154921938,-0.544458639389094,3.03800238544597,4.17712421745229,0.187721923018599,1.43474441745921,1.20808518388997,-0.971816708277191,3.75232362667047,0.53062825106217,-3.03232074210478,-4.31522218269774,12.3167678980892,2.05898123358404
477,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.574325040221236,-0.618159590886908,4.64070387001085,4.67996458396415,0.454544130998807,1.73450763461276,1.29788716679397,-0.599356591112076,3.94429656597844,0.444685821261446,-2.13474872516339,-3.50616830655365,13.6624203821656,1.81905135281731
479,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,0.231301448995631,-0.588662669986491,3.67009900531527,4.68897632596452,0.727321086648876,1.96712680723088,2.32810625005151,-0.130308842051297,3.91561654093828,0.698134722070984,-3.91986618288917,-4.66270820127932,32.0700636942675,1.84859107133753
480,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.842382361952429,-0.65721814389044,4.48038435192413,4.63353553141831,0.402352265127677,1.93583861427582,1.4948219032011,-0.471586946030484,3.96347628701706,0.385262400790645,-2.33458982408222,-3.19986297014461,16.2420382165605,1.84859107133753
482,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.888781679738797,-0.660319190341922,4.24823955565009,4.32425704207401,0.776040970923295,1.13121369632272,1.618606999582,-0.299550261620066,3.95143600778498,0.27763173659828,-2.56910573624903,-4.00996609830811,24.203821656051,1.84859107133753
483,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,0.379150235698935,-0.479836378929083,3.58904650217755,3.81971831991255,0.516902837919467,2.18683436633552,1.870091793491,-0.391194193739789,3.98452969621489,0.60431596685333,-3.8551651867624,-5.1647992240113,15.6687898089172,1.81547498184746
