Code,Genus,Species,Name,Habitat,Type,HabitatType,Forest,Gmin,TLP,LA,SLA,LSWC,MajVLA,MidribWidth,SecundaryWidth,TreeHeight,TreeDawkins,TWI
101,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,0.552884664668767,-0.691812540323758,3.79608617074348,3.98930690840644,0.317648316038004,1.89660225088476,-2.25285092691561,-3.6211897780841,3.09104245335832,2,1.72070932765429
105,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Paracou,1.03909439108143,-0.378439860371915,3.79978730481792,4.14523974301991,-0.103024560499462,1.31024720226611,-2.79007403115339,-3.48335680299424,2.484906649788,3,2.43069975533795
106,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Paracou,1.97650797027555,-0.609510104209265,4.78711046640174,5.83407952191801,0.470359691204277,1.2143535375922,-2.94675165133237,-4.11118578281487,2.07944154167984,2,1.92260509946114
107,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,1.09541447778333,-0.742509799893268,4.23772127984308,4.2546640005734,0.25918276773551,1.48519535894089,-2.23026443141442,-3.28679793054382,3.17805383034795,4,2.38902377352436
113,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Paracou,1.69011766392136,-0.76320831458457,4.03906563104756,4.74388061647518,0.890796503053068,1.72859653487035,-3.22764332229472,-4.00496100108742,2.56494935746154,2,1.72070932765429
114,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Paracou,1.66889751894249,-0.571891559953618,3.5209614578765,4.53431390259379,0.115638098416066,1.83879539721183,-3.40119739166216,-4.2168512367149,3.29583686600433,4,1.98385004781042
121,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Paracou,0.555666496884365,-0.542138227004935,3.97344937112153,4.72274371230447,0.384011022707615,1.67666899287822,-3.96165100298197,-4.31524089043463,2.63905732961526,2,2.43069975533795
140,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,1.34839372028763,-0.619235535286686,4.23243943545507,4.9231894914153,0.192511547699708,1.49060414995758,-2.09915457298986,-3.82557791374778,2.77258872223978,2,2.04780609372639
146,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Paracou,1.50804122375725,-0.431720726211047,3.01971989514917,3.81911687555183,0.0933671740116932,1.95928812075373,-3.64524541709388,-4.59052790925122,2.89037175789616,3,1.82394672021852
151,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,0.28896416771629,-0.751971359021111,4.46881078243455,4.6011999704803,0.443543616682667,1.63446958948684,-2.09954901271615,-3.91023310825025,2.99573227355399,3,1.93681544878873
152,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Paracou,1.43020365462446,-0.52810153218312,4.35251802405466,4.38369914153824,-0.165198796561421,1.19918104214887,-2.21375800124593,-2.98784684542304,2.56494935746154,2,1.82394672021852
153,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Paracou,1.93793798131814,-0.4810718375163,4.1648932844737,5.0172706906042,0.288678292757442,1.59528969677895,-3.62377857862722,-3.84106000924529,3.68887945411394,5,1.82394672021852
156,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,0.54723425788248,-0.824604079158905,4.23409734594018,4.62654751697085,0.174294161227497,1.51015179907083,-2.34207984369219,-3.29949847150717,2.89037175789616,3,1.72070932765429
160,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,1.43307711178237,-0.791665844034871,4.01206862199929,4.96372749771123,0.543239407777345,1.593742988959,-2.08501035477648,-3.52732777224937,2.89037175789616,2,2.09426406947773
166,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,0.37468665379332,-0.4896775717918,4.56687125008981,4.50841368051825,0.290860377913596,1.48641839028245,-2.0860432853144,-2.8988475158665,2.30258509299405,3,2.09426406947773
170,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Paracou,0.00696321048174957,-0.336529377845765,3.46287099557761,4.80725595362029,0.496220055216129,2.21566025771412,-3.38406988817138,-4.48524101049374,2.70805020110221,3,1.75280998089
175,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Paracou,0.986984634719924,-0.647856884700138,4.58880881576889,5.17976048401417,0.45099970781783,1.65428144173259,-3.70568658598964,-3.80608765501948,3.2188758248682,3,1.92260509946114
184,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,1.84656472387416,-0.422599145203,4.27867557632715,4.45756303638682,0.154492303224951,1.45047055099842,-2.00866625963079,-2.62929673953401,2.89037175789616,4,2.04780609372639
191,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Paracou,-0.117046520700124,-0.220157096293424,4.08719895417635,3.93516479832085,0.341014387807813,1.64149979295201,-2.05944938724702,-3.07092295470254,2.83321334405622,4,1.91901829852016
218,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Paracou,-0.290399120285483,-0.718456676009686,4.32552627632674,4.20729889496209,-0.0868256182251182,1.13521354840589,-2.90949342321959,-3.5230542164818,2.484906649788,2,1.93681544878873
250,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.5733385979928,-0.570763421537487,4.48449456044943,5.24143387409716,0.675620792470136,0.934732339285168,-2.87542850650106,-4.19488206068171,2.56494935746154,2,1.80953087649615
252,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,0.316081712833465,-0.478599392095666,3.21640358740598,4.73783062251737,0.482403537854935,1.97708951126635,-2.38478978607469,-4.33277867054894,2.99573227355399,2,1.80953087649615
253,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Bafog,1.38043799101157,-0.638407163568933,4.41906008371,5.1849930339956,0.525261682103174,2.14332432052166,-2.78148207109529,-4.07008482379604,3.13549421592915,2,1.80953087649615
259,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,1.48688405473257,-0.402768141226905,4.4144009586892,4.63131396025277,0.532672196587242,1.47759387713545,-2.20270817481268,-2.97241797625754,2.89037175789616,2,2.05111541580551
260,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,1.14815885240953,-0.471145164945864,3.92572033917292,4.6998606789424,0.419463398493417,1.83637366744608,-2.63433177266794,-3.30474530861161,2.77258872223978,3,2.05111541580551
263,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.0144121600506,-0.593087866448325,4.22765967125068,4.42403958529567,0.33405271917007,1.72753623349393,-2.60827378253432,-3.21500781527186,2.94443897916644,2,2.05111541580551
269,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,2.47578888400633,-0.251709627957004,3.53935252077661,4.64559383660922,0.456345177266968,1.98005226127018,-2.24810722973294,-3.69362348927505,2.77258872223978,2,1.99892008723785
271,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,2.40128924312331,-0.221758592701628,4.18587547473528,4.41944822154003,0.173398023768681,1.6145420481428,-2.06399954538534,-3.51597577328575,3.40119738166216,5,1.80953087649615
272,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.61862389778431,-0.684787334215465,3.77379311785746,4.67224393160329,-0.0798483094122774,2.08578449256664,-1.83867285365088,-3.401072389474,3.04452243772342,3,1.80953087649615
275,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.53181847027958,-0.640514832144848,4.1581071730441,3.95860079149605,0.416489739823473,0.71647960509919,-1.75214821696049,-3.66389147051573,2.99573227355399,2,1.99892008723785
281,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,2.12947485187058,-0.690811956044374,3.6212478690489,3.99900053859053,0.50147359653139,1.5537831733907,-3.72591238620642,-4.35967431941988,2.99573227355399,3,1.99892008723785
283,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,1.80467854904795,-0.42128924345505,4.96961591204081,5.85877797652671,0.612222088566026,1.451580850116,-2.12019145546464,-3.29673385818155,2.89037175789616,2,1.99892008723785
284,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,1.68570350995351,-0.375699817882777,4.72608225001414,5.5472901006416,0.450144169236633,1.81590156120407,-2.39596872977471,-2.89787570219461,2.89037175789616,2,1.99892008723785
285,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.47146412066429,-0.620310323274237,4.22225541939656,4.42058441433633,0.313798244745883,1.95156144038495,-2.57393552237211,-3.64156809712677,2.89037175789616,2,1.99892008723785
289,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Bafog,3.28433644074572,-0.809604893920145,3.84418522585131,4.12416371391806,0.0727082859088265,2.12555994940834,-2.13316616830902,-3.26985627346026,3.17805383034795,5,1.99892008723785
319,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Bafog,1.86046764308137,-0.705716603348006,4.02493440725594,4.15356354985312,0.247478276435566,2.01399509783849,-2.96401638202755,-4.20424670882386,2.89037175789616,2,2.05111541580551
328,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,1.17536540386815,-0.702753392805156,4.13030291961085,4.21498972777805,0.501685152089033,0.984480514037851,-2.38456572723486,-3.30377271169593,2.56494935746154,3,1.8607994824927
352,Dicorynia,guianensis,Dicorynia_guianensis,TF,TF,TFTF,Bafog,1.46512271330063,-0.267120244535729,4.52621712068862,5.37672011202477,0.441180452900681,1.19741043299111,-2.94961768554832,-3.88794131111767,3.13549421592915,3,1.83656007616301
356,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,0.396745717803394,-0.36881668378149,3.78331481956156,5.01705978222117,0.77329554621868,2.05494966047282,-3.44818899419567,-4.25651461140922,2.70805020110221,3,1.86997561436684
357,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,1.53240283031701,-0.663410650025663,4.1679825665773,5.59260204201886,0.819116804733662,1.14717167382916,-2.64774883152615,-3.88852232241589,2.56494935746154,3,1.86997561436684
362,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,0.668036217848364,-0.493343192731533,3.56084989574703,4.62941806306676,0.365976527931786,1.91077594240605,-3.14896201091231,-4.21595709605561,2.63905732961526,2,1.6851451660552
363,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Bafog,1.13828144292331,-0.588662669986491,3.91601716812965,4.694940125711,-0.0307580392345469,1.64943786805294,-3.10508563892614,-4.1826342832181,2.39789527279837,2,1.6851451660552
369,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.560529655945106,-0.55253794183059,4.10018095397141,5.11078236531681,0.839694459366696,1.24176873565178,-2.10802959365193,-3.57636145446663,2.56494935746154,2,1.70661952546892
370,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,2.18256945706437,-0.660319190341922,3.74159261800952,4.59490855072229,0.767758044351121,1.00900382580493,-2.351867148122,-3.75231991167737,2.30258509299405,3,1.70661952546892
379,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.809290022945573,-0.698788737012302,4.44395165766091,5.01346627777558,0.750585395006974,1.28857260129257,-2.37104489230351,-3.03093839995529,2.63905732961526,2,1.7690637419511
380,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Bafog,1.30944156152544,-0.641567002920066,4.40962008211301,5.05779389703022,-0.0521994107344712,1.4162652434933,-2.65057769492776,-3.46650003467414,2.39789527279837,2,1.7690637419511
387,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,1.53059502052701,-0.521008600822259,3.89418023982776,4.72889098470949,0.742595455973925,1.61152916823359,-2.70728259578657,-3.38611351729533,2.56494935746154,2,2.37606616940397
388,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.154533366593336,-0.609510104209265,4.60302769148498,5.65743172548877,1.04091344382129,1.41962897261535,-2.26036657007368,-3.21070777440287,2.484906649788,2,2.37606616940397
417,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Bafog,0.811609612041377,-0.357704164109898,4.22156311490295,5.03326863158703,0.435410785875695,1.76241865157614,-2.81791283610748,-4.26387886554084,3.09104245335832,2,1.76025098636051
424,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Bafog,1.20203080686894,-0.450991220894308,4.32487799696262,4.96676188358502,0.105398516075837,1.64456293429814,-3.68770734130662,-4.30605793760015,1.94591014905531,3,1.80899895828096
429,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Bafog,2.68683957784477,-0.764139052713064,3.44066032829505,5.00416930884075,-0.0434320516898126,2.12609049246814,-3.5520337598598,-4.17811907442449,2.70805020110221,4,1.80899895828096
431,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Bafog,0.420450596040701,-0.614924794262368,4.32066640009508,4.7874751384443,0.913799593285879,0.795152204346406,-3.3308358472218,-4.38082255986299,2.89037175789616,2,1.80899895828096
451,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.36352810541212,-0.545616829582043,4.43816322503277,4.24729496227035,0.2377272627346,1.45998665599893,-1.90757457752432,-4.13707713072703,3.17805383034795,4,2.12756782124093
458,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,1.40803940951768,-0.500634368892962,4.58761693718218,4.17643486874479,0.234244375911144,1.08284318397151,-2.34281101520071,-4.03061905899404,3.04452243772342,3,2.05754235789421
460,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,0.870074154387727,-0.690811956044374,4.84481485787281,4.56189410252274,0.344353681059166,1.30348429262483,-3.24649319790361,-4.40268740607041,3.29583686600433,4,1.99892008723785
461,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Bafog,0.318021972469637,-0.55712554700051,4.82431981219095,4.37592293669928,0.202208081802592,1.33207974065355,-2.18240103099863,-4.08587354283257,2.63905732961526,3,1.99892008723785
467,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Bafog,0.873184994096271,-0.635237307974996,4.36916723968121,4.40957265431625,-0.073099286161782,0.917041286137822,-3.07798864624365,-4.26732674703749,2.56494935746154,2,1.6851451660552
473,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Bafog,2.12126154921938,-0.544458639389094,3.03800238544597,4.17712421745229,0.187721923018599,1.43474441745921,-3.03232074210478,-4.31522218269774,2.484906649788,1,2.05898123358404
477,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.574325040221236,-0.618159590886908,4.64070387001085,4.67996458396415,0.454544130998807,1.73450763461276,-2.13474872516339,-3.50616830655365,2.70805020110221,2,1.81905135281731
479,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,0.231301448995631,-0.588662669986491,3.67009900531527,4.68897632596452,0.727321086648876,1.96712680723088,-3.91986618288917,-4.66270820127932,2.89037175789616,2,1.84859107133753
480,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.842382361952429,-0.65721814389044,4.48038435192413,4.63353553141831,0.402352265127677,1.93583861427582,-2.33458982408222,-3.19986297014461,2.89037175789616,3,1.84859107133753
482,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.888781679738797,-0.660319190341922,4.24823955565009,4.32425704207401,0.776040970923295,1.13121369632272,-2.56910573624903,-4.00996609830811,2.63905732961526,3,1.84859107133753
483,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,0.379150235698935,-0.479836378929083,3.58904650217755,3.81971831991255,0.516902837919467,2.18683436633552,-3.8551651867624,-5.1647992240113,2.56494935746154,3,1.81547498184746
485,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Kaw,2.04190636101822,-0.814924450852164,3.80160719683754,4.61601846489052,0.158752531904034,1.4967657891111,-3.64138632120219,-4.51016823549972,3.3322045101752,3,1.84859107133753
488,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.745025514278608,-0.53748118655718,4.29626345522512,4.21985812402272,0.355052357180015,1.48028144101344,-3.11272981529151,-4.19868093582581,2.99573227355399,3,1.81905135281731
489,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,0.544266392097331,-0.496995425953755,3.63854494047551,4.26496848899255,0.573128251458813,1.79074247609914,-3.84016812672713,-4.86651287244414,2.83321334405622,2,1.81905135281731
491,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.439514659720204,-0.879964864608391,3.54059099360329,3.81345013716343,0.410967545677772,1.99579692533128,-4.05853074209774,-4.59273976478618,2.30258509299405,2,1.84859107133753
492,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.851901439068149,-0.813154407534609,4.66208513641545,4.97871553082312,0.393776603584326,1.18321813490944,-3.32733522043175,-4.33320218537791,2.56494935746154,3,1.81905135281731
496,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,1.22499475265388,-0.634178452619194,4.25804399227982,3.99207086299026,0.344715928829859,1.63186233120199,-2.86746538162766,-3.72812227951169,2.83321334405622,3,1.81905135281731
507,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,0.461203944083335,-0.447166715655427,3.82886344661675,4.63697264564637,0.488867657670082,1.43843992344892,-3.13412159540387,-4.07684753194971,3.2188758248682,3,2.16264485322485
520,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,-0.0353852898019283,-0.498209878850702,3.60709709069979,4.21792722877052,0.419064122448777,1.88741918021197,-2.97960895564249,-4.76728449147485,2.89037175789616,2,1.87957553056682
522,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,-0.21908159972093,-0.507872768376515,3.9132218465309,4.44068511144991,0.434031320126464,2.16916881328663,-3.9902027869267,-4.63011883135206,3.13549421592915,3,1.81905135281731
525,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Kaw,1.62971064685966,-0.743459994433535,3.4161062573332,3.91714658036439,0.203307914725913,2.0877805862468,-3.23755752114236,-4.50577472595259,3.46573590279973,4,2.03951721184639
526,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Kaw,1.09395338280046,-0.647856884700138,4.40043634586662,4.87960181690474,0.517039123466202,1.36205494505171,-3.37696065833936,-4.39861221820887,2.63905732961526,3,2.15808427330559
527,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.756367043587445,-0.619235535286686,4.23775931972,3.74410020087592,0.393120409655684,1.60629191697578,-2.91114942639056,-3.87214337479329,2.56494935746154,4,2.05942284931828
530,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Kaw,1.65083765554549,-0.806042736365622,4.31815391810592,4.65488618853299,0.298718828228854,1.38303054039697,-3.45726487547768,-4.43536918524807,2.89037175789616,2,2.09519440375501
531,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Kaw,1.87219744646459,-0.691812540323758,4.1961880932836,4.79529863191716,0.566174038387295,1.81993731353159,-4.01220080790906,-4.58773506490673,2.77258872223978,3,1.9350951515142
579,Licania,membranacea,Licania_membranacea,TF,TF,TFTF,Kaw,0.995066721291079,-0.499422858640647,4.14721430722482,4.89756696155555,0.373475003074476,1.48663494017809,-3.48792791809119,-3.97035999586967,2.89037175789616,4,1.90265922045442
580,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.582889593798509,-0.632057372436136,3.7852984936787,4.29014204576715,0.485558790676576,1.61577051312643,-2.58024422996771,-3.47903384987277,3.17805383034795,5,1.90265922045442
581,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,3.14563377984519,-0.477360873230524,3.48931306790004,3.88815018971798,0.420500761453973,2.47338829837455,-3.7318608200661,-4.88692452886176,3.36729582998647,5,1.90265922045442
582,Iryanthera,sagotiana,Iryanthera_sagotiana,TF,TF,TFTF,Kaw,-0.300659435347194,-0.412071570631593,3.78405494439349,4.63432388072565,0.513536665905087,2.27701945748254,-3.31835193763382,-4.59682510325259,3.13549421592915,3,1.84781888948832
583,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,TFTF,Kaw,0.912480112678267,-0.454801155002539,4.59327194947393,4.6090964998209,0.748432799787829,1.33071693662212,-2.20107174721323,-3.4384280203279,2.63905732961526,2,1.84781888948832
584,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Kaw,0.270850424173526,-0.641567002920066,4.7312228643646,5.78562689836839,0.977198963094819,1.13434159954049,-2.97658303614109,-3.91285084799527,2.63905732961526,3,1.90065742924541
588,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Kaw,-0.170140571147656,-0.45859662858907,4.37140796133712,5.01158325713097,0.729741739152881,1.34704230703549,-2.77218440398742,-3.41040140906903,2.63905732961526,3,1.84781888948832
589,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Kaw,1.29102322055352,-0.642618067795438,3.58820940765317,5.04621461632706,0.879257568422444,1.64069300777803,-3.3206341417967,-4.25193214142757,2.70805020110221,2,1.84781888948832
590,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Kaw,1.02427644029616,-0.511472414551727,4.38866494761321,5.36152603097576,0.908642511035898,1.22503713063918,-2.57777452444901,-3.62296662776653,2.89037175789616,4,1.84781888948832
660,Gustavia,hexapetala,Gustavia_hexapetala,TF,TF,TFTF,Paracou,1.87153507200148,-0.768779793429536,4.55987389253779,4.93014186758647,0.947744846573356,1.24983978300588,-2.75564094261667,-3.48746058405875,2.30258509299405,1,2.30187200981065
661,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Paracou,0.347904933573195,-0.788947013192028,4.6924181560707,4.53660930492984,0.284505932241182,1.19829656481636,-2.79410576230205,-3.82710467984318,2.07944154167984,3,1.88660473491595
673,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Paracou,0.846881548026952,-0.632057372436136,4.11862537003252,4.7542257494412,0.057418367272615,1.5346665963472,-2.64908369201875,-3.74833595594825,2.30258509299405,3,2.20533529855283
687,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Paracou,0.628029350321922,-0.742509799893268,3.22798766131287,4.49605930806062,0.0891897634253164,1.44116809020687,-2.47241087617626,-3.26570934202051,2.89037175789616,3,1.85651538392143
690,Casearia,javitensis,Casearia_javitensis,TF,TF,TFTF,Paracou,0.674725409392962,-0.540975998566795,5.10527023446258,4.91950236096927,0.143115950407746,1.21372979480689,-3.04904153548137,-3.59001581351818,2.484906649788,2,2.20533529855283
1,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Paracou,0.121960042028491,-0.449718010327879,3.90316598086446,4.59511388084892,0.420926268425787,1.78165222939865,-3.32834197936091,-4.40789187452294,2.484906649788,4,2.08814679204882
3,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Paracou,-0.0684678736081721,-0.396069440067801,3.81275920647247,4.86486966148916,0.407372413664433,1.85343969056597,-3.42518275465542,-4.06386385496851,2.484906649788,2,2.08814679204882
8,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,BFBF,Paracou,0.0639232600282664,-0.494562086496218,3.28013574810592,3.68645121766892,0.166534277095773,1.73763233875585,-3.68854618965271,-4.60800720652785,2.484906649788,2,2.61605701731237
