Code,Forest,idTree,specCode,Species,Genus,Name,gmin.slope,Code_Meas_quality,R2,beta,Leaf_area,Vpsat.kPa_mean,VPD_mean,T.cels_mean,RH.perc_mean,t0,timeMeas_chosen.h,timeMeas_chosen.min,time_start,time_end,nMeas_chosen,nMeas_total,first_chosen_meas,last_chosen_meas,mass_start,mass_end,mass_Loss_Meas_chosen,file
644,Kaw,NA,l,copaia subsp. copaia,Jacaranda,Jacaranda_copaia subsp. copaia,2.72033116818871,1,1,-1.69959567682891e-4,12.37,3.85181534332554,0.023383008604436,28.3166666666667,38.5,2021-10-20 15:07:39,2.41361111111111,144.816666666667,2021-10-20 15:43:21,2021-10-20 18:08:10,6,9,3,8,0.3247,0.2999,0.0248,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
645,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,1.12637788516307,1,1,-2.68859011319807e-4,47.73,3.8354899009365,0.023152361592542,28.2428571428571,38.8571428571429,2021-10-20 15:08:37,2.6425,158.55,2021-10-20 15:29:56,2021-10-20 18:08:29,7,9,2,8,1.0919,1.049,0.0429000000000002,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
646,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,0.986045913440865,1,1,-2.10053105245064e-4,42.5,3.83544197293351,0.0232054122091542,28.2428571428571,38.7142857142857,2021-10-20 15:09:33,2.64833333333333,158.9,2021-10-20 15:30:36,2021-10-20 18:09:30,7,9,2,8,0.9573,0.9241,0.0332,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
647,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,0.751688265198073,1,1,-9.3773008439473e-5,24.83,3.83544197293351,0.0232599945273659,28.2428571428571,38.5714285714286,2021-10-20 15:10:45,2.64888888888889,158.933333333333,2021-10-20 15:30:58,2021-10-20 18:09:54,7,9,2,8,0.5257,0.5107,0.0149999999999999,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
648,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,1.27222796868033,1,1,-5.31414562323272e-4,82.95,3.83544197293351,0.0233130111177534,28.2428571428571,38.4285714285714,2021-10-20 15:12:12,2.67944444444444,160.766666666667,2021-10-20 15:31:24,2021-10-20 18:12:10,7,9,2,8,1.8324,1.7479,0.0845,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
649,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,0.84948943498058,1,1,-2.33069455541741e-4,54.15,3.8322375834763,0.023457145817073,28.2285714285714,38,2021-10-20 15:14:58,2.72055555555556,163.233333333333,2021-10-20 15:31:52,2021-10-20 18:15:06,7,9,2,8,1.2327,1.1949,0.0377999999999998,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
650,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,1.35541162116634,1,1,-3.84237912779244e-4,55.95,3.8322375834763,0.023457145817073,28.2285714285714,38,2021-10-20 15:16:36,2.72388888888889,163.433333333333,2021-10-20 15:32:16,2021-10-20 18:15:42,7,9,2,8,1.3236,1.2614,0.0622,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
651,Kaw,NA,l,copaia subsp. copaia,Jacaranda,Jacaranda_copaia subsp. copaia,2.14743196657538,1,1,-2.72984266654535e-4,24.8,3.85255546713251,0.0237308214475768,28.32,37.6,2021-10-20 15:17:48,1.9775,118.65,2021-10-20 16:17:55,2021-10-20 18:16:34,5,9,4,8,0.6258,0.5929,0.0329,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
652,Kaw,NA,l,copaia subsp. copaia,Jacaranda,Jacaranda_copaia subsp. copaia,8.68824866695935,1,0.99,-7.65445857932657e-4,17.18,3.84808628781753,0.0237413452835003,28.3,37.5,2021-10-20 15:19:11,1.51777777777778,91.0666666666667,2021-10-20 16:49:07,2021-10-20 18:20:11,4,9,5,8,0.4397,0.3697,0.07,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
653,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,5.58817494177821,adj.PartofCurve,1,-0.00311458842891495,109.07,3.83854975604982,0.0236576503038287,28.2571428571429,37.5714285714286,2021-10-20 15:22:12,2.72888888888889,163.733333333333,2021-10-20 15:37:05,2021-10-20 18:20:49,7,9,2,8,3.1248,2.614,0.5108,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
654,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,2.08157160854515,1,1,-4.79335094767336e-4,44.99,3.84489401687826,0.023696168380741,28.2857142857143,37.5714285714286,2021-10-20 15:23:57,2.75555555555556,165.333333333333,2021-10-20 15:39:14,2021-10-20 18:24:34,7,9,2,8,1.1449,1.0654,0.0795000000000001,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
655,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,3.28901792464283,1,1,-0.00104202992216542,61.61,3.85255546713251,0.0238072366930732,28.32,37.4,2021-10-20 15:25:25,1.96472222222222,117.883333333333,2021-10-20 16:27:02,2021-10-20 18:24:55,5,9,4,8,1.3904,1.2665,0.1239,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
656,Kaw,NA,l,hostmannii,Iryanthera,Iryanthera_hostmannii,1.32749110440714,1,1,-4.86754134771929e-4,71.97,3.84489401687826,0.0235870037443176,28.2857142857143,37.8571428571429,2021-10-20 15:27:51,2.77833333333333,166.7,2021-10-20 15:41:30,2021-10-20 18:28:12,7,9,2,8,1.8735,1.7929,0.0806,C:/Users/marion.boisseaux/Dropbox/Mon PC (Jaboty20)/Documents/METRADICA/Trait_Data_Cleaning/traits/input/Gmin/input/Metradica/Kaw/input/20211020_gmin.csv
