Code,Site,Genus,Species,Weight_mg_CNS,%N,%C,%S,Remark Sample,Weight_g_trace,P (g/kg),Fe (g/kg),Mn (g/kg),Mg (g/kg),Al (g/kg),Ca (g/kg),Na (g/kg),K (g/kg),Cr (mg/kg),Cu (mg/kg),Ni (mg/kg),Pb (mg/kg),Rb (mg/kg),Sr (mg/kg),Zn (mg/kg),Commentaires
534,Kawforest,Symphonia,globulifera,8.388,1.31,49.95,0.631,NA,0.2005,0.641160291578745,0.0428206483790524,0.0182350457190357,2.58415195344971,0.0483973399833749,7.18597838736492,0.610567747298421,15.2504990984078,1.75370358195421,5.79863674147964,0.176858021612635,0,59.6508728179551,40.7974231088944,20.1945137157107,NA
535,Kawforest,Symphonia,globulifera,8.106,1.22,49.08,0.614,NA,0.2005,0.458766276616152,0.0586760099750623,0.0373722028262677,3.97766816292602,0.0612651704073151,11.4902177888612,1.21006899418121,9.45997540763476,1.92992303332578,4.23255195344971,0.291369243557772,0,27.8653366583541,87.5754779717373,33.5561097256858,NA
536,Kawforest,Virola,surinamensis,7.97,1.37,52.84,0.228,NA,0.2002,0.56669649581188,0.283963736263736,0.221584049284049,3.18992241092241,0.218499833499834,17.601341991342,0.0257634032634033,7.39622911703681,4.74830120636939,17.0660672660673,5.08884881784882,0,15.3046953046953,128.865551115551,11.1788211788212,NA
537,Kawforest,Virola,surinamensis,8.287,1.39,53.39,0.161,NA,0.1996,0.84545410050871,0.089777254509018,0.239609853039412,2.68097428189713,0.0742167668670675,7.76948229792919,0.0159911489645959,11.4966185833205,1.89545124339588,10.0206746826987,1.02984235136941,0,54.8847695390782,54.8791750167001,14.3637274549098,NA
538,Kawforest,Carapa,guianensis,8.047,1.48,50.18,0.309,NA,0.2002,0.805457734573119,0.150597102897103,0.0114192141192141,0.851261072261072,0.175917415917416,2.7062370962371,2.98111305361305,5.83279255360025,1.91024509581328,12.0086247086247,0.550791874791875,0,5.67932067932068,14.3725441225441,11.7982017982018,NA
539,Kawforest,Protium,opacum,7.868,1.55,45.84,0.193,NA,0.2004,0.663935321664364,0.189194311377246,0.0293219893546241,1.94172887558217,0.209050232867598,11.1117198935462,0.523048070525615,5.35291950713957,1.76419694701506,4.82847638057219,2.19648968729208,0,3.58782435129741,30.8626912840985,8.93712574850299,NA
540,Kawforest,Protium,opacum,8.346,1.51,50.43,0.165,NA,0.1997,0.830508955741304,0.0875790686029044,0.0189240193623769,1.52540043398431,0.0620113503588716,5.69248205641796,0.0320422300116842,9.89346554447055,2.27400134292348,5.12582206643298,1.20398864964113,0,10.956434651978,10.815640126857,9.85227841762644,NA
541,Kawforest,Protium,opacum,7.744,1.36,47.14,0.245,NA,0.2,0.6580197,0.3768363,0.0527,0.252325,0.41725,13.1360995,0.30442625,6.813976,1.81435275,2.3721,1.75345583333333,0,5,33.342625,9.185,NA
542,Kawforest,Protium,opacum,7.568,1.57,49.67,0.158,NA,0.2003,0.93361927109336,0.112891962056915,0.0200698951572641,2.49026460309536,0.100549176235647,5.52281527708437,0.0691225661507739,9.89912730903644,3.01668247628557,4.31412880678981,1.06915210517557,0,14.4832750873689,10.2272840738892,9.59061407888168,NA
543,Kawforest,Protium,opacum,8.348,1.51,47.59,0.279,Echantillon rebroyé,0.1996,0.735991683366733,0.444249799599198,0.0572645290581162,0.00706412825651303,0.466683366733467,17.385871242485,0.336549348697395,6.34165931863727,2.70047595190381,3.4124248496994,1.05253590514362,0,3.27354709418838,59.3939128256513,9.46392785571142,NA
