Calibration_Date,Contamination_Level,Date_Field,idTree,Plot,Subplot,Field_Nr,Species_Name,Code,idLeaf,Leaf_Health_Status,Leaf_Pheno_Status,Density_Section_Veins,Date_measure,User_initial,idVapro,Nr_Cycle,Nr_Run,C0,Comment,Posmo,Ptlp
09/03/2021,15,11/03/2021,373740,5,98,43,Tac.mel,413,1,healthy,mature,Ok,12/03/2021,PM,2,1,6,600,NA,-1.5,-1.8635000000000002
09/03/2021,15,11/03/2021,27776,5,98,36,Iry.hos,414,1,herbivory,mature,Ok,12/03/2021,PM,2,1,3,398,NA,-0.995,-1.4600050000000002
09/03/2021,15,11/03/2021,27754,5,97,36,Iry.hos,415,1,herbivory,mature,Ok,12/03/2021,PM,2,1,4,417,NA,-1.0425,-1.4979575
08/03/2021,15,12/03/2021,25976,5,41,16,Cas.jav,416,1,healthy,mature,ok,13/03/2021,PM,2,1,7,382,erreur bota potentielle feuille possédant des poils,-0.9550000000000001,-1.428045
08/03/2021,15,12/03/2021,25699,5,32,21,Iry.sag,417,1,healthy,mature,ok,13/03/2021,PM,2,1,7,383,NA,-0.9575,-1.4300425
08/03/2021,15,12/03/2021,25328,5,21,8,Pro.pic,418,1,healthy,mature,ok,13/03/2021,PM,2,1,3,585,NA,-1.4625000000000001,-1.8335375000000003
08/03/2021,15,12/03/2021,25386,5,22,58,Hym.het,419,1,healthy,mature,ok,13/03/2021,PM,2,1,5,378,NA,-0.9450000000000001,-1.420055
08/03/2021,15,12/03/2021,25395,5,23,11,Pro.pic,420,1,healthy,mature,ok,13/03/2021,PM,2,1,5,649,NA,-1.6225,-1.9613775000000002
08/03/2021,15,12/03/2021,25405,5,23,28,Pro.pic,421,1,healthy,mature,ok,13/03/2021,PM,2,1,6,623,NA,-1.5575,-1.9094425000000002
08/03/2021,15,12/03/2021,26307,5,52,21,Pro.pic,422,1,healthy,mature,ok,13/03/2021,PM,2,1,4,729,NA,-1.8225,-2.1211775
08/03/2021,15,12/03/2021,27038,5,74,42,Cas.jav,424,1,healthy,mature,ok,13/03/2021,PM,2,1,10,453,NA,-1.1325,-1.5698675
08/03/2021,15,12/03/2021,27354,5,84,69,Jac.cop,426,1,healthy,mature,ok,13/03/2021,PM,2,1,7,269,NA,-0.6725,-1.2023275
15/03/2021,1,15/03/2021,26575,5,61,16,Hym.het,427,1,healthy,mature,ok,16/03/2021,PM,2,1,7,750,NA,-1.875,-2.163125
15/03/2021,1,15/03/2021,27215,5,81,10,Con.gui,428,1,healthy,mature,ok,16/03/2021,PM,2,1,5,605,NA,-1.5125,-1.8734875
15/03/2021,1,15/03/2021,27233,5,81,39,Cas.jav,429,1,healthy,mature,ok,16/03/2021,PM,2,1,4,742,NA,-1.855,-2.147145
15/03/2021,1,15/03/2021,27632,5,93,21,Gus.hex,431,1,healthy,mature,ok,16/03/2021,PM,2,1,3,593,NA,-1.4825,-1.8495175000000001
15/03/2021,1,15/03/2021,27671,5,66,15,Con.gui,432,1,healthy,mature,ok,16/03/2021,PM,2,2,7,686,NA,-1.715,-2.035285
15/03/2021,1,15/03/2021,26174,5,47,16,Lae.pro,433,1,healthy,mature,ok,16/03/2021,PM,2,3,3,674,NA,-1.685,-2.011315
15/03/2021,1,15/03/2021,25856,5,37,1,Tac.mel,434,1,healthy,mature,ok,16/03/2021,PM,2,1,3,510,NA,-1.2750000000000001,-1.6837250000000001
15/03/2021,1,15/03/2021,26217,5,49,2,Vir.sur,435,1,healthy,mature,ok,16/03/2021,PM,2,1,9,521,NA,-1.3025,-1.7056975
15/03/2021,1,15/03/2021,25880,5,38,2,Vir.sur,436,1,healthy,mature,ok,16/03/2021,PM,2,1,3,483,NA,-1.2075,-1.6297925000000002
15/03/2021,1,15/03/2021,25888,5,38,10,Vir.sur,437,1,healthy,mature,ok,16/03/2021,PM,2,1,8,465,NA,-1.1625,-1.5938375000000002
15/03/2021,1,16/03/2021,26559,5,60,28,Tac.mel,438,1,healthy,mature,ok,17/03/2021,PM,2,1,6,466,NA,-1.165,-1.5958350000000001
15/03/2021,1,16/03/2021,26915,5,70,52,Tac.mel,439,1,healthy,mature,ok,17/03/2021,PM,2,1,7,431,NA,-1.0775000000000001,-1.5259225
15/03/2021,1,16/03/2021,373713,5,90,42,Con.gui,440,1,healthy,mature,ok,17/03/2021,PM,2,1,4,423,NA,-1.0575,-1.5099425000000002
15/03/2021,1,16/03/2021,26866,5,69,29,Lae.pro,441,1,healthy,mature,ok,17/03/2021,PM,2,1,9,487,NA,-1.2175,-1.6377825000000001
15/03/2021,1,16/03/2021,27788,5,99,14,Pro.ste,442,1,healthy,mature,ok,17/03/2021,PM,2,1,8,635,NA,-1.5875000000000001,-1.9334125000000002
15/03/2021,1,16/03/2021,27799,5,99,27,Iry.his,443,1,healthy,mature,ok,17/03/2021,PM,2,1,5,452,NA,-1.1300000000000001,-1.56787
15/03/2021,1,16/03/2021,25275,5,19,50,Con.gui,444,1,healthy,mature,ok,17/03/2021,PM,2,1,3,409,NA,-1.0225,-1.4819775000000002
15/03/2021,1,16/03/2021,25207,5,18,10,Pro.ste,445,1,healthy,mature,ok,17/03/2021,PM,2,1,10,543,NA,-1.3575,-1.7496425
15/03/2021,1,16/03/2021,25442,5,24,25,Chr.pri,446,1,healthy,mature,ok,17/03/2021,PM,2,1,6,501,fungi (a lot),-1.2525,-1.6657475
15/03/2021,1,16/03/2021,24733,5,3,39,Hym.het,448,1,healthy,mature,ok,17/03/2021,PM,2,1,6,443,NA,-1.1075,-1.5498925
15/03/2021,1,16/03/2021,26697,5,64,14,Jac.cop,450,1,healthy,mature,ok,17/03/2021,PM,2,1,10,373,NA,-0.9325,-1.4100675
15/03/2021,1,17/03/2021,NA,3,57,12,Por.gui,451,1,healthy,mature,ok,18/03/2021,MB,2,2,5,531,NA,-1.3275000000000001,-1.7256725000000002
15/03/2021,1,17/03/2021,NA,3,58,28,Hym.het,452,1,epiphytes,mature,ok,18/03/2021,MB,2,1,3,481,NA,-1.2025000000000001,-1.6257975000000002
15/03/2021,1,17/03/2021,NA,3,58,29,Boc.pro,453,1,epiphytes,mature,ok,18/03/2021,MB,2,1,6,446,NA,-1.115,-1.555885
15/03/2021,1,17/03/2021,NA,3,57,4,Esc.cor,454,1,healthy,young,ok,18/03/2021,MB,2,1,4,403,NA,-1.0075,-1.4699925
15/03/2021,1,17/03/2021,NA,3,58,18,Por.gui,455,1,healthy,mature,ok,18/03/2021,MB,2,1,3,566,NA,-1.415,-1.7955850000000002
15/03/2021,1,17/03/2021,NA,3,50,4,Esc.cor,456,1,healthy,mature,ok,18/03/2021,MB,2,1,6,579,NA,-1.4475,-1.8215525000000001
15/03/2021,1,17/03/2021,NA,3,59,6,Hym.het,457,1,healthy,mature,ok,18/03/2021,MB,2,1,4,480,NA,-1.2,-1.6238000000000001
15/03/2021,1,17/03/2021,NA,3,59,13,Por.gui,458,1,healthy,mature,ok,18/03/2021,MB,2,1,5,493,NA,-1.2325,-1.6497675
15/03/2021,1,17/03/2021,NA,3,50,11,Esc.cor,459,1,herbivory,mature,ok,18/03/2021,MB,2,1,5,413,NA,-1.0325,-1.4899675000000001
15/03/2021,1,17/03/2021,NA,3,59,29,Por.gui,460,1,healthy,mature,ok,18/03/2021,MB,2,1,7,666,NA,-1.665,-1.995335
15/03/2021,1,17/03/2021,NA,3,51,3,Por.gui,461,1,healthy,mature,ok,18/03/2021,MB,2,1,7,541,NA,-1.3525,-1.7456475
15/03/2021,1,17/03/2021,NA,3,54,55,Con.gui,462,1,epiphytes,mature,ok,18/03/2021,MB,2,1,410,472,NA,-1.18,-1.60782
15/03/2021,1,17/03/2021,NA,3,54,45,Boc.pro,463,1,epiphytes,mature,ok,18/03/2021,MB,2,1,6,496,NA,-1.24,-1.6557600000000001
15/03/2021,1,17/03/2021,NA,3,12,65,Jac.cop,465,1,healthy,mature,ok,18/03/2021,MB,2,1,7,432,NA,-1.08,-1.5279200000000002
15/03/2021,1,17/03/2021,NA,3,12,24,Vir.mic,466,1,healthy,mature,ok,18/03/2021,MB,2,1,5,492,NA,-1.23,-1.64777
15/03/2021,1,18/03/2021,33216,2,1,40,Cas.jav,467,1,healthy,mature,ok,19/03/2021,PM,2,1,6,612,NA,-1.53,-1.8874700000000002
15/03/2021,1,18/03/2021,33214,2,1,38,Con.gui,468,1,healthy,mature,ok,19/03/2021,PM,2,1,3,472,NA,-1.18,-1.60782
15/03/2021,1,18/03/2021,10616,2,8,23,Boc.pro,469,1,healthy,mature,ok,19/03/2021,PM,2,1,5,472,NA,-1.18,-1.60782
15/03/2021,1,18/03/2021,1012,2,16,17,Boc.pro,472,1,healthy,mature,ok,19/03/2021,PM,2,1,7,484,NA,-1.21,-1.63179
15/03/2021,1,18/03/2021,4215,4,16,6,Lic.mem,473,1,healthy,mature,ok,19/03/2021,PM,2,1,6,530,NA,-1.325,-1.723675
