Code,Genus,Species,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA
319,Licania,membranacea,0.2602401795,0.926332421,6.3066210745,7.4931936750000006
473,Licania,membranacea,0.3739791325,1.7777815715,2.0468110885,4.1985717925
263,Poraqueiba,guianensis,0.19901293949999999,0.8294067325,4.598354091,5.6267737625
272,Poraqueiba,guianensis,0.2684029885,1.1051077624999999,6.6773941315,8.0509048825
275,Poraqueiba,guianensis,0.237815471,1.052035238,4.480137377,5.769988086
281,Poraqueiba,guianensis,0.2908222225,1.1366635035,7.160088893,8.5875746185
285,Poraqueiba,guianensis,0.2219364525,1.013799988,4.910878793,6.1466152335
451,Poraqueiba,guianensis,0.18171974000000002,1.0017866005,3.1223957330000003,4.305902073
458,Poraqueiba,guianensis,0.1889155085,1.119489283,1.644658938,2.953063729
460,Poraqueiba,guianensis,0.154876077,0.792116829,2.7351109655,3.682103871
461,Poraqueiba,guianensis,0.154429802,1.109054778,2.525430581,3.7889151615
255,Protium,stevensonii,0.297415126,1.2349618855,2.8709280584999997,4.4033050705
257,Protium,stevensonii,0.2993025575,1.4652503715,1.8873531655,3.6519060945
277,Protium,stevensonii,0.267212254,1.3650073415,2.301591741,3.9338113365
282,Protium,stevensonii,0.342828886,1.6091283189999999,2.77737105,4.7293282545
325,Protium,stevensonii,0.40007319799999996,1.698416564,2.569749845,4.6682396075
326,Protium,stevensonii,0.323038335,1.4872439339999999,1.5649364234999998,3.375218693
418,Protium,stevensonii,0.228033592,1.2660224575,1.8417610469999999,3.335817096
420,Protium,stevensonii,0.257771448,1.3752982025,2.551784536,4.184854186
421,Protium,stevensonii,0.38200477600000005,1.9142203150000001,3.9973025845000003,6.293527676
422,Protium,stevensonii,0.3347781185,1.665893141,2.111781783,4.1124530425
442,Protium,stevensonii,0.25861900299999996,1.4291002395,2.4026311435,4.0903503855
445,Protium,stevensonii,0.224922375,1.436594752,2.3446236115,4.006140739
332,Pterocarpus,officinalis,0.234115449,0.9549001800000001,3.5046515155,4.6936671445
335,Pterocarpus,officinalis,0.3190983725,2.2586702389999997,1.85937737,4.4371459815000005
338,Pterocarpus,officinalis,0.270442862,2.135057542,4.757353041,7.162853445
341,Pterocarpus,officinalis,0.3408838795,1.5017344855,4.042727091,5.885345456
342,Pterocarpus,officinalis,0.2853281825,1.258609806,3.7764462535,5.3203842415
348,Pterocarpus,officinalis,0.3394866445,1.925588408,5.341811067,7.6068861195
