Code,idTree,Name,Genus,Species,Family,TLP,ptlp_Marechaux2016,Forest,Habitat,Type,Gmin,DateField,Plot,SubPlot,FieldNbr,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,Nitrogen,Carbon,X.S,Phosphorous,Fe..g.kg.,Mn..g.kg.,Mg..g.kg.,Al..g.kg.,Ca..g.kg.,Na..g.kg.,Potassium,Cr..mg.kg.,Cu..mg.kg.,Ni..mg.kg.,Pb..mg.kg.,Rb..mg.kg.,Sr..mg.kg.,Zn..mg.kg.,LSWC,SD,fvfm,Xutm,Yutm,Latitude,Longitude,DBH,TWI
586,228391,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.6606,-1.6537625,Kaw,TF,Generalist,0.706481245,10/13/2021,Tresor,1,185,0.219658865,1.253828425,4.587515406,6.061002696,1.95,51.33,0.303,0.700618463,0.111338623,0.260778443,3.156187625,0.119660679,3.891316866,0.099227794,5.642690619,1.831981287,11.96916168,1.199322189,0,17.31536926,158.5081088,12.57984032,164.9186,331.6326531,0.791,"358,001.30","509,465.80",NA,NA,23.4,6.345963
587,228447,Bocoa_prouacensis,Bocoa,prouacensis,Fabaceae,-1.55036,-1.547895,Kaw,TF,Generalist,2.705383147,10/13/2021,Tresor,1,243,0.187920623,1.122254731,4.244878077,5.55505343,2.59,54.78,0.173,0.646726248,0.134791717,0.087774451,4.669161677,0.142165669,2.890069361,0.422531188,4.75297006,1.093318613,2.531037924,2.3221665,0,9.855289421,25.30451597,4.44760479,135.4159,144.5578231,0.788,"357,967.80","509,483.20",NA,NA,19.4,6.345963
588,228227,Gustavia_hexapetala,Gustavia,hexapetala,Lecythidaceae,-1.58572,-1.5818525,Kaw,TF,TF,0.84354623,10/13/2021,Tresor,1,20,0.213222626,1.04463574,2.58817494,3.846033306,2.26,49.96,0.445,1.402122884,0.058023335,0.011967952,1.482223335,0.036935403,6.340610416,0.06457311,13.36902954,1.954141462,12.2464697,1.456856118,0,49.70205308,142.2885578,16.86529795,207.4545,331.6326531,0.804,"357,992.40","509,507.90",NA,NA,18.5,6.345963
589,228279,Gustavia_hexapetala,Gustavia,hexapetala,Lecythidaceae,-1.91852,-1.9014525,Kaw,TF,TF,3.636506,10/13/2021,Tresor,1,73,0.370048604,1.600238097,3.188456623,5.158743323,2.99,46.65,0.414,0.7840197,0.1967113,0.02228,4.2395,0.1822,14.5910995,0.59577625,12.648976,1.41125525,4.0556,0.982915833,0,29.3125,315.425125,14.575,240.911,361.3945578,0.748,"357,980.20","509,509.30",NA,NA,19.7,6.345963
590,228529,Gustavia_hexapetala,Gustavia,hexapetala,Lecythidaceae,-1.67516,-1.667745,Kaw,TF,TF,2.656887,10/13/2021,Tresor,1,325,0.219859239,0.929596706,2.25483654,3.404292484,2.51,49.91,0.273,0.7925197,0.1039613,0.02219,7.5,0.1013,14.4160995,0.14682625,11.153976,1.76745775,11.1906,1.174685833,0,27.6425,596.475125,17.6,248.0952,335.8843537,0.825,"357,945.10","509,476.30",NA,NA,25.9,6.345963
591,228580,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.4838,-1.483975,Kaw,TF,Generalist,1.184919,10/13/2021,Tresor,1,377,0.299439797,2.026804398,5.141303846,7.46754804,1.94,51.06,0.378,0.7100197,0.1436113,0.4273,1.625,0.1498,6.0010995,0.14757625,7.513976,1.13655275,13.0281,0.827165833,0,24.66,223.775125,13.625,155.9266,616.4965986,0.841,"357,929.50","509,475.80",NA,NA,18.8,5.748245
592,228337,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.45052,-1.452015,Kaw,TF,Generalist,1.180547,10/13/2021,Tresor,1,131,0.219136703,1.186428077,3.894820191,5.300384971,1.87,50.64,0.249,0.806905888,0.057820659,0.093213573,1.549401198,0.04493513,2.323702096,0.083459331,6.74548503,1.276656936,13.30898204,0.62215652,0,22.11576846,60.25461577,13.78243513,145.7574,522.9591837,0.828,"357,972.20","509,506.60",NA,NA,12.6,6.345963
593,228578,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.5358,-1.5339125,Kaw,TF,Generalist,0.8977464,10/13/2021,Tresor,1,375,0.199341147,1.160574614,3.651231077,5.011146838,1.97,51.17,0.214,1.052388728,0.062255661,0.131446384,2.277306733,0.045127182,1.909824938,0.041706983,8.073791521,2.685770574,8.24,1.380429759,0,29.61346633,86.90785536,14.21446384,163.7883,671.7687075,0.841,"357,933.70","509,473.30",NA,NA,22.1,5.748245
594,228374,Virola_michelii,Virola,michelii,Myristicaceae,-1.64396,-1.6377825,Kaw,TF,Generalist,5.6987,10/13/2021,Tresor,1,168,0.206467626,1.351407157,3.675539006,5.233413789,2.29,53.47,0.385,0.859449425,0.072422511,0.240570285,3.300650325,0.045312656,4.914806903,0.486469485,7.732842421,1.44895973,13.3847924,3.402912289,0,23.0090045,31.41833417,18.10405203,212.5555,NA,0.773,"357,963.60","509,503.30",NA,NA,21.7,6.345963
595,228344,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.54828,-1.5458975,Kaw,TF,Generalist,0.7021946,10/13/2021,Tresor,1,138,0.174792725,1.082114253,2.419396896,3.676303873,1.67,50.93,0.193,0.727883642,0.089305953,0.122686343,0.002186093,0.095497749,2.805002001,0.046974737,6.602277139,1.334102301,9.715457729,0.75371269,0,18.54927464,99.72498749,15.08254127,141.4071,484.6938776,0.795,"357,956.40","509,515.00",NA,NA,15.3,6.345963
596,228576,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.57948,-1.57586,Kaw,TF,Generalist,1.038201,10/13/2021,Tresor,1,373,0.194919744,1.0878617,3.235770698,4.518552142,1.86,52.01,0.229,0.839278618,0.038654281,0.28237356,1.886329494,0.009208813,5.494341012,0.033145969,5.276891337,1.029747371,8.646069104,0.704943248,0,18.21231848,307.0857536,15.25287932,137.8112,607.9931973,0.782,"357,941.30","509,470.70",NA,NA,34.9,6.345963
597,228575,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.62524,-1.619805,Kaw,TF,Generalist,0.8620276,10/13/2021,Tresor,1,372,0.286112226,1.306400569,4.605342128,6.197854922,2.08,51.78,0.458,0.664687356,0.103734433,0.47826087,1.324837581,0.120089955,7.122538231,1.53076087,4.665393303,1.094552974,6.937131434,1.012009828,0,13.32833583,227.0116192,12.31884058,122.896,671.7687075,0.825,"357,941.60","509,468.30",NA,NA,13.8,6.345963
598,228574,Eschweilera_coriacea,Eschweilera,coriacea,Lecythidaceae,-1.51708,-1.515935,Kaw,TF,Generalist,1.515837,10/13/2021,Tresor,1,371,0.14383042,0.767115917,2.935525048,3.846471384,1.78,50.75,0.203,0.996015716,0.097333634,0.100875876,2.797797798,0.12032032,3.464063564,0.107083333,7.811787788,0.960878629,12.21281281,0.829099933,0,26.60660661,90.21534034,16.20620621,160.5203,531.462585,0.817,"357,944.70","509,465.20",NA,NA,10.3,6.345963
600,228495,Virola_michelii,Virola,michelii,Myristicaceae,-1.6398,-1.6337875,Kaw,TF,Generalist,7.672562,10/13/2021,Tresor,1,291,0.171306415,1.153311623,1.678208288,3.002826325,2.61,58.46,0.382,1.017310656,0.048916778,0.411746618,4.738235196,0.022228044,7.73125,0.426972721,8.926631737,0.771012863,15.20973054,2.017301647,0,46.79640719,28.54181637,25.64870259,209.3714,NA,0.778,"357,937.20","509,487.10",NA,NA,18.1,5.748245
601,NA,Hymenopus_heteromorphus,Hymenopus,heteromorphus,Chrysobalanaceae,-1.26748,-1.276235,Kaw,BF,Generalist,6.916996,10/14/2021,Malou,H,95,0.159496801,1.065341017,2.743969362,3.96880718,1.28,51.83,0.187,0.48658186,0.230995607,0.037497609,3.383094761,0.215558058,9.155868368,0.330857524,2.442927928,1.699807196,5.951101101,2.056222472,0,0,19.92382382,7.69019019,134.6643,122.2363946,0.847,"355,580.47","521,587.88",NA,NA,25,8.813516
602,NA,Hymenopus_heteromorphus,Hymenopus,heteromorphus,Chrysobalanaceae,-1.38812,-1.39209,Kaw,BF,Generalist,3.164967,10/14/2021,Malou,H,90,0.161740317,1.11031683,2.961220282,4.233277429,1.27,46.65,0.233,0.47688372,0.251715469,0.018024123,3.332878106,0.176005503,6.835130065,1.067210272,3.222596298,2.22450214,10.71550775,1.494718609,0,3.143571786,15.0014007,10.55777889,157.0769,127.5510204,0.807,"355,554.52","521,593.91",NA,NA,25,8.813516
603,NA,Protium_opacum subsp. rabelianum,Protium,opacum subsp. rabelianum,Burseraceae,-1.82908,-1.81556,Kaw,BF,BF,2.775562,10/14/2021,Malou,H,94,0.211220581,1.17233695,2.759020618,4.142578149,1.68,45.51,0.153,0.704436405,0.275264083,0.026262586,2.369472721,0.199194112,13.17037176,0.471084498,5.189106786,2.574677534,4.995159681,1.53055514,0,2.889221557,9.542315369,9.328842315,164.8687,646.2585034,0.833,"355,569.09","521,615.32",NA,NA,36,8.813516
604,NA,Hymenopus_heteromorphus,Hymenopus,heteromorphus,Chrysobalanaceae,-1.39228,-1.396085,Kaw,BF,Generalist,3.923482,10/14/2021,Malou,H,92,0.212704309,1.37584144,2.065770361,3.65431611,1.01,48.32,0.132,0.443038316,0.08419881,0.013703815,2.373084751,0.060928428,2.968681181,1.122799466,3.587322322,2.681876265,6.331481481,2.816202452,0,3.13963964,5.366766767,5.44044044,155.7381,136.0544218,0.815,"355,559.39","521,587.48",NA,NA,20,8.813516
605,NA,Symphonia_globulifera,Symphonia,globulifera,Clusiaceae,-1.88108,-1.8654975,Kaw,BF,BF,2.668221,10/14/2021,Malou,H,91,0.374040719,2.976858231,4.162510438,7.513409388,1.45,55.06,0.379,0.620913907,0.04549387,0.01188728,3.03166417,0.040551672,9.667211682,0.816451989,17.6130654,1.189790204,5.741537693,1.068463555,0,23.72940589,3.005891163,33.24013979,247.0509,289.1156463,0.904,"355,557.72","521,585.60",NA,NA,25,8.813516
606,NA,Protium_opacum subsp. rabelianum,Protium,opacum subsp. rabelianum,Burseraceae,-1.88524,-1.8694925,Kaw,BF,BF,7.778061,10/14/2021,Malou,H,58,0.259903305,1.70658897,2.304060707,4.270552981,1.16,47.14,0.227,0.535541965,0.220109447,0.023984135,2.110046597,0.172808288,11.21489016,0.318698619,6.180214678,3.014370333,2.854368447,8.167385172,0,5.461807289,17.7797304,5.379430854,133.5406,646.2585034,0.817,"355,606.79","521,605.41",NA,NA,15.5,9.580924
607,NA,Carapa_guianensis,Carapa,guianensis,Meliaceae,-1.68348,-1.675735,Kaw,BF,BF,2.521727,10/14/2021,Malou,H,61,0.178146803,0.924970546,2.274601782,3.377719132,1.48,49.2,0.259,0.91193599,0.171411353,0.02232657,1.419398551,0.288554348,6.49875,0.75315942,11.57602174,2.046303865,20.17456522,0.948592391,0,7.9,12.51043478,23.92391304,187.2017,1037.414966,0.9,"355,615.43","521,595.45",NA,NA,17.5,9.580924
609,NA,Carapa_guianensis,Carapa,guianensis,Meliaceae,-1.8062,-1.7935875,Kaw,BF,BF,2.49454,10/14/2021,Malou,H,60,0.226488935,1.523797278,3.479126548,5.22941276,1.17,49.89,0.204,0.724345278,0.081814611,0.014385111,1.809711667,0.0301475,5.3867125,0.718176667,7.764485,10.27296022,6.74515,4.46780625,0,6.505,11.1539,13.83,146.9474,948.1292517,0.83,"355,612.20","521,592.14",NA,NA,48,9.580924
610,NA,Symphonia_globulifera,Symphonia,globulifera,Clusiaceae,-1.84572,-1.83154,Kaw,BF,BF,2.984467,10/14/2021,Malou,H,64,0.328580128,4.707342773,3.560502532,8.596425433,1.51,54.85,0.588,0.477706425,0.194692265,0.079930146,1.942240546,0.11655922,13.54993753,0.96469432,10.63916542,2.182046366,4.188055972,0.637557471,0,11.92903548,6.633083458,18.26086957,216.7855,276.3605442,0.758,"355,632.96","521,599.17",NA,NA,40,9.580924
611,NA,Symphonia_globulifera,Symphonia,globulifera,Clusiaceae,-2.04748,-2.0252975,Kaw,BF,BF,2.336709,10/14/2021,Malou,H,Sgx1,0.344025146,3.263883449,5.591835605,9.199744198,1.59,48.03,0.229,0.466013251,0.136316977,0.043627855,1.50919328,0.07885978,13.55460329,1.04159348,8.766951098,1.337899091,3.278592814,0,0,7.335329341,4.259381238,15.76846307,192.3749,250.8503401,0.806,"357,834.42","521,518.91",NA,NA,49,9.898855
612,NA,Symphonia_globulifera,Symphonia,globulifera,Clusiaceae,-1.75212,-1.7416525,Kaw,BF,BF,4.305495,10/14/2021,Malou,H,Sgx2,0.416102756,4.912237676,6.643413856,11.97175429,1.2,48.74,0.451,0.474545278,0.181939611,0.051920111,2.004211667,0.0841675,13.8217125,1.840176667,10.874485,3.295654389,3.13965,0.39810625,0,16.665,6.2114,11.52,207.7337,250.8503401,0.739,"357,835.42","521,518.91",NA,NA,59,9.898855
613,NA,Symphonia_globulifera,Symphonia,globulifera,Clusiaceae,-1.74588,-1.73566,Kaw,BF,BF,1.778309,10/14/2021,Malou,H,Sgx3,0.331679329,3.217460732,7.776554584,11.32569465,1.34,48.32,0.548,0.445105068,0.081551508,0.040299512,2.730251164,0.050366766,16.73823603,0.757162342,10.00946607,3.166364161,4.216716567,0,0,15.29441118,24.51237525,26.01796407,184.5737,284.8639456,0.854,"357,836.42","521,518.91",NA,NA,50,9.898855
614,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.47548,-1.475985,Kaw,BF,BF,0.9784038,10/18/2021,Waiki Village,H,99,0.307695973,1.388304868,4.446672857,6.142673698,2.64,46.37,0.183,1.151420988,0.06499711,0.066603413,3.157290312,0.061698349,4.991708354,0.065259296,16.42269635,1.054134456,13.18924462,0.391356928,0,8.069034517,43.16548274,27.34867434,172.741,280.6122449,0.795,"353,580.68","524,240.17",NA,NA,23.9,11.116259
615,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.67724,-1.6697425,Kaw,BF,BF,1.088328,10/18/2021,Waiki Village,H,101,0.387526427,1.902605225,3.362605373,5.652737025,2.81,51.21,0.177,1.321666945,0.045822934,0.033643755,2.396608275,0.03756006,4.132094595,0.018735402,15.17966466,1.425688077,16.86201201,0.474555806,0,5.970970971,33.41231231,40.78578579,164.4737,365.6462585,0.782,"353,575.71","524,251.13",NA,NA,11.6,11.116259
616,NA,Carapa_guianensis,Carapa,guianensis,Meliaceae,-1.879,-1.8635,Kaw,BF,BF,1.883909,10/18/2021,Waiki Village,H,102,0.303958726,1.515134782,4.138602991,5.957696499,1.07,44.46,0.206,0.643879459,0.037278693,0.004464414,2.247839907,0.02957314,4.040152272,1.233326677,8.65650025,0.761477672,9.49091363,0,0,3.058412381,46.5765352,15.71143285,146.7324,744.047619,0.797,"353,576.24","524,242.06",NA,NA,37.4,11.116259
617,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.56076,-1.5578825,Kaw,BF,BF,2.778281,10/18/2021,Waiki Village,H,100,0.513213225,2.006292709,4.363202306,6.88270824,2.9,52.6,0.207,1.221623654,0.117597014,0.040659452,1.687524143,0.124842657,4.08238012,0.031600067,16.1833017,1.238806083,16.92822178,0.25643981,0,6.463536464,29.11228771,26.32867133,157.4759,459.1836735,0.805,"353,578.36","524,248.36",NA,NA,13.1,11.116259
618,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.39852,-1.4020775,Kaw,BF,BF,2.214111,10/18/2021,Waiki Village,H,103,0.629409379,2.646378222,5.308903187,8.584690788,3.02,51.84,0.176,1.122845278,0.055189611,0.031995111,3.026211667,0.0391375,3.4574625,0.020436667,17.304485,1.080379889,7.53765,0,0,7.435,27.7389,22.375,220.4934,352.8911565,0.693,"353,571.70","524,243.73",NA,NA,22.9,11.116259
619,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.39228,-1.396085,Kaw,BF,BF,1.441913,10/18/2021,Waiki Village,H,107,0.225165348,1.106897217,3.358794604,4.690857169,2.86,48.72,0.219,1.236989793,0.463469407,0.136590226,3.006701614,0.577401398,7.844945082,0.025743052,14.8122666,2.725620957,6.485421867,0.534489516,0,6.749875187,70.40579131,32.36145781,171.4602,352.8911565,0.818,"353,565.04","524,242.63",NA,NA,17.2,11.116259
620,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.54204,-1.539905,Kaw,BF,BF,1.937706,10/18/2021,Waiki Village,H,105,0.352356215,1.814243575,4.590170463,6.756770253,3.02,50.83,0.181,1.843221464,0.23661991,0.032302929,2.128219766,0.28688761,2.228969592,0.078320098,19.67347759,2.537385943,6.34025346,0.892577758,0,10.0050025,18.49424712,28.58429215,261.1486,335.8843537,0.78,"353,571.69","524,238.31",NA,NA,11.5,11.116259
621,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.57532,-1.571865,Kaw,BF,BF,2.577969,10/18/2021,Waiki Village,H,108,0.338346583,2.127146534,5.085156609,7.550649725,3.11,47.71,0.146,1.091163108,0.246881278,0.380391191,3.150430011,0.237862373,4.109440946,0.12843828,12.0905051,1.726789566,10.62864037,1.99169892,0,9.465801298,21.84972541,19.26110834,148.5142,625,0.817,"353,561.49","524,242.32",NA,NA,15.3,11.116259
622,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.46924,-1.4699925,Kaw,BF,BF,2.300424,10/18/2021,Waiki Village,H,106,0.46715148,2.390548456,4.525931089,7.383631025,3.55,56.06,0.193,1.434299853,0.0932266,0.052961778,2.620155656,0.098494167,3.861105107,0.048565938,14.05864085,0.84339225,4.537083333,0.404876469,0,6.86,31.43,28.03,206.9474,331.6326531,0.799,"353,564.60","524,244.18",NA,NA,12.4,11.116259
623,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.28204,-1.2902175,Kaw,BF,BF,3.052745,10/18/2021,Waiki Village,H,109,0.627759616,2.472115981,5.167725042,8.267600638,2.4,48.96,0.157,1.472299853,0.1178016,0.083911778,3.215655656,0.119894167,4.199855107,0.040330938,12.71364085,0.88871475,6.302083333,0.489601469,0,5.42,36.3325,27.42,272.8324,442.1768707,0.778,"353,558.71","524,239.77",NA,NA,17,11.116259
624,NA,Pterocarpus_officinalis,Pterocarpus,officinalis,Fabaceae,-1.45052,-1.452015,Kaw,BF,BF,0.9739989,10/18/2021,Waiki Village,H,98,0.340755734,1.562237649,5.103489975,7.006483357,2.56,48.19,0.18,1.285728396,0.046306487,0.047676425,2.532091473,0.048746673,4.114875356,0.046233471,18.72618848,0.465533683,12.42722888,0.148147174,0,11.95608782,34.69560878,23.84231537,212.7871,408.1632653,0.816,"353,591.02","524,253.09",NA,NA,13.1,11.116259
625,NA,Jacaranda_copaia subsp. copaia,Jacaranda,copaia subsp. copaia,Bignoniaceae,-1.46092,-1.4620025,Kaw,BF,Generalist,4.223842,10/19/2021,Val,H,326,1.101024093,3.572437311,4.266933617,8.94039502,3.18,56.05,0.164,1.275610826,0.070325786,0.031004267,2.134319857,0.058398171,1.958957713,0.056888716,4.589916063,0.711578304,16.45843724,1.078205954,0,11.680798,11.50374065,15.59102244,216.3763,429.4217687,0.83,"348,611.92","518,241.80",NA,NA,31.5,8.638255
626,NA,Laetia_procera,Laetia,procera,Salicaceae,-1.97468,-1.955385,Kaw,BF,BF,4.907164,10/19/2021,Val,H,323,0.211597653,1.217497435,5.184769822,6.61386491,1.91,45.35,0.119,0.662293293,0.061819329,0.059050353,3.173916531,0.060034218,6.949279026,1.641142651,7.34465784,1.129671758,5.830829578,1.590191756,0,17.53630446,63.94591888,6.334501753,147.5236,1003.401361,0.828,"349,086.24","517,761.78",NA,NA,53,9.967717
627,NA,Laetia_procera,Laetia,procera,Salicaceae,-1.91228,-1.89546,Kaw,BF,BF,3.960327,10/19/2021,Val,H,319,0.237071142,1.583466138,3.17997864,5.00051592,1.69,48.02,0.113,0.602697156,0.070581019,0.012679099,2.344311345,0.061332834,2.719385721,2.674256681,4.071069783,0.237228272,6.175907426,1.984092376,0,12.91208791,29.93756244,5.396353646,160.3017,1139.455782,0.8,"349,054.06","517,758.54",NA,NA,27,9.967717
628,NA,Laetia_procera,Laetia,procera,Salicaceae,-1.8998,-1.883475,Kaw,BF,BF,3.139836,10/19/2021,Val,H,324,0.157966217,1.090146366,3.311054427,4.559167008,1.88,49.11,0.129,0.678299853,0.0521766,0.037296778,3.037155656,0.042324167,5.503855107,2.134680938,5.998640853,1.13891975,5.692083333,1.509561469,0,16.385,62.3,6.215,167.5211,NA,0.817,"369,316.10","504,974.90",NA,NA,20.2,6.350865
629,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-1.73756,-1.72767,Kaw,BF,BF,2.472243,10/19/2021,Val,H,321,0.354375381,3.095951774,8.034154339,11.4844815,1.84,54.24,0.144,0.704561256,0.499851228,0.034197271,0.972587124,0.585758563,3.324165521,0.429554825,3.752772785,2.52874411,22.70384294,1.389430044,0,22.00501253,29.10275689,6.406015038,101.2791,884.3537415,0.746,"349,061.94","517,758.74",NA,NA,18.9,9.967717
630,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-1.83948,-1.8255475,Kaw,BF,BF,1.151139,10/19/2021,Val,H,315,0.399938829,2.780088989,8.526290536,11.70631835,2.18,52.04,0.13,0.960339513,0.083318282,0.127983794,1.07957608,0.051242924,5.423431675,0.074706231,5.443197655,1.934984765,14.64493839,0.362099369,0,18.04195804,50.67432567,8.658841159,117.2146,620.7482993,0.739,"349,024.99","517,758.59",NA,NA,64.7,7.249273
631,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-1.59196,-1.587845,Kaw,BF,BF,2.044012,10/19/2021,Val,H,322,0.395427219,2.967637209,6.148542676,9.511607101,1.54,48.6,0.103,0.737775404,0.044455511,0.082877533,1.467590838,0.057960087,2.316488083,0.048618174,4.126894642,1.031172094,6.650384102,0.211539548,0,13.90781563,16.48797595,7.858216433,110.6184,586.7346939,0.774,"349,083.57","517,757.15",NA,NA,33,9.967717
632,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-1.931,-1.9134375,Kaw,BF,BF,1.733483,10/19/2021,Val,H,316,0.351018398,2.199779884,6.294860755,8.845659037,2.21,53.77,0.122,0.887575003,0.065181964,0.105497773,1.747149956,0.051597361,5.008872853,0.058147232,7.739119091,1.549398547,10.26761857,0.569079628,0,23.43687375,38.35420842,5.736472946,128.0542,484.6938776,0.666,"349,028.66","517,759.58",NA,NA,13.7,7.249273
633,NA,Laetia_procera,Laetia,procera,Salicaceae,-1.92892,-1.91144,Kaw,BF,BF,2.517098,10/19/2021,Val,H,18,0.188900709,1.398108705,4.274257546,5.86126696,1.85,50.08,0.136,0.717299853,0.0936266,0.080411778,4.444655656,0.103144167,8.503855107,1.684930938,5.103640853,0.97898475,4.937083333,0.660131469,0,10.23,113.35,6.845,156.762,NA,0.814,"357,991.63","509,260.59",NA,NA,45,6.816395
634,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-1.8686,-1.8535125,Kaw,BF,BF,1.475848,10/19/2021,Val,H,311,0.2946925,2.007453982,4.117113134,6.419259615,2.05,51.65,0.117,0.91025498,0.078941071,0.144108832,1.393352332,0.056022178,3.82226624,0.193377626,5.816549128,1.702703602,6.090128398,0.333528233,0,16.91845923,33.92696348,11.17058529,109.0034,693.0272109,0.736,"348,991.49","517,756.00",NA,NA,28,7.249273
635,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-2.0974,-2.0732375,Kaw,BF,BF,4.444845,10/19/2021,Val,H,314,0.385889383,2.350813278,4.763507065,7.500209725,2,52.7,0.147,0.733699304,0.262183325,0.117310812,1.439496412,0.237462972,5.395761465,0.519152209,3.844124666,1.628811533,8.007571975,1.225767817,0,11.12830754,55.71642536,7.086869695,121.1153,684.5238095,0.751,"349,001.36","517,756.98",NA,NA,53,7.249273
636,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-1.72092,-1.71169,Kaw,BF,BF,1.337766,10/19/2021,Val,H,327,0.322324167,2.244052454,5.860669366,8.427045987,2,52.91,0.115,0.821442738,0.058318236,0.085282342,2.068793243,0.057258684,3.659173454,0.103437813,8.400441736,1.484383517,6.46000334,0.389760991,0,33.10370741,40.41332665,9.919839679,120.2212,586.7346939,0.816,"349,350.07","517,371.41",NA,NA,25.5,9.064654
637,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-1.7022,-1.6937125,Kaw,BF,BF,1.81382,10/19/2021,Val,H,312,0.344818045,2.657655463,3.55673563,6.559209136,2.08,52.36,0.16,0.837624604,0.047631337,0.049083611,1.734686284,0.034465236,4.012080945,0.143094748,8.975689474,1.396873503,6.124833666,0.640310847,0,26.14770459,38.46057884,8.645209581,129.5028,612.244898,0.809,"348,996.05","517,757.98",NA,NA,18,7.249273
638,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-1.75212,-1.7416525,Kaw,BF,BF,2.052351,10/19/2021,Val,H,313,0.342959181,2.429293994,6.184178439,8.956431614,2.04,52.01,0.133,0.872608766,0.058038658,0.03660168,2.269559996,0.04336922,4.110771264,0.12281516,8.726730949,0.963780421,9.926973794,0.527968421,0,25.7336004,35.53329995,13.84576865,142.0335,650.5102041,0.759,"348,996.16","517,761.19",NA,NA,40,7.249273
639,NA,Eperua_falcata,Eperua,falcata,Fabaceae,-1.7022,-1.6937125,Kaw,BF,BF,1.081546,10/19/2021,Val,H,310,0.373055888,2.992823624,2.349480519,5.715360031,2.19,51.27,0.135,0.892015821,0.056613373,0.058195387,3.016622411,0.0403834,3.554246614,0.09104884,8.21221642,1.837878992,7.262558217,0.359682105,0,19.30139721,41.01047904,12.57984032,140.6559,633.5034014,0.752,"348,975.51","517,756.70",NA,NA,47,7.249273
640,NA,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-1.84156,-1.827545,Kaw,BF,Generalist,2.036127,10/19/2021,Val,H,306,0.661678783,2.797378444,5.867258109,9.326315335,3.12,51.45,0.132,0.779299853,0.0596016,0.241711778,1.524155656,0.024869167,2.462355107,0.165080938,6.513640853,1.79903475,11.72458333,0.484366469,0,25.7275,11.7725,11.515,121.7039,437.9251701,0.801,"348,537.04","517,902.28",NA,NA,63.5,16.003884
641,NA,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-1.90812,-1.891465,Kaw,BF,Generalist,3.478859,10/19/2021,Val,H,304,0.388154414,1.670571825,6.438261062,8.496987302,3.2,48.94,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.3247,497.4489796,0.789,"348,513.72","518,001.95",NA,NA,15.5,9.564647
642,NA,Tachigali_melinonii,Tachigali,melinonii,Fabaceae,-2.0038,-1.98335,Kaw,BF,Generalist,2.298848,10/19/2021,Val,H,303,0.55052531,2.499961206,4.630464881,7.680951398,3.08,52.9,0.114,0.791090944,0.066392993,0.216152931,1.441096753,0.037266433,4.599955062,0.145426364,6.134775629,0.656754004,19.01860194,1.195677146,0,22.36236236,17.50750751,8.573573574,106.7815,731.292517,0.815,"348,500.67","518,027.74",NA,NA,55,9.564647
643,NA,Jacaranda_copaia subsp. copaia,Jacaranda,copaia subsp. copaia,Bignoniaceae,-1.49004,-1.4899675,Kaw,BF,Generalist,3.174395,10/19/2021,Val,H,302,0.303423934,1.372746097,2.932673905,4.608843936,2.45,53.06,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.2466,331.6326531,0.784,"348,458.31","518,033.79",NA,NA,48,14.969712
