Code,idTree,Plot,SubPlot,FieldNbr,Genus,Species,spName,Family,PrefHabitat,Habitat,FW,SW,DW,LSWC,Posmo,Ptlp,mean_Pmidday,FvFm,LA,gmin,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,Position_Crown,Forest,CodeFTH,Measure,SLA,LT,CC,LDMC,RWC,Xutm,Yutm,DBH,TWI,Leaf area,Midrib VLA,2VLA,3VLA,MajVLA
183,127971,11,2,196,Conceveiba,guianensis,Conceveiba_guianensis,Euphorbiaceae,Generalist,TF,1.526,1.548,0.714,1.167,-1.22,-1.64,,0.803,75.406,1.82,15,2,14,3,Sup,Paracou,,,,,,,,,,,,82.84362778,0.201976781,0.653511881,1.602708651,2.458197314
184,127386,11,1,896,Poraqueiba,guianensis,Poraqueiba_guianensis,Metteniusaceae,TF,TF,1.795,1.812,0.836,1.167,-1.503,-1.865,,0.809,65.398,7.232,18,4,16,4,Mid,Paracou,,,,,,,,,,,,72.14482639,0.199412934,1.000994319,3.064714089,4.265121341
185,141112,13,4,2805,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,TF,1.043,1.056,0.423,1.499,-1.078,-1.526,,0.815,41.53,3.161,16,3,13,3,Mid,Paracou,,,,,,,,,,,,45.8924125,0.250050212,1.359266037,4.036594098,5.645910347
186,226623,11,1,2966,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bignoniaceae,Generalist,TF,0.929,0.925,0.375,1.466,-0.89,-1.376,,0.831,29.74,5.886,22,4,21,4,Sup,Paracou,,,,,,,,,,,,32.71756944,0.343924538,1.571534369,1.003420486,2.918879393
187,184588,11,4,2905,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bignoniaceae,Generalist,TF,0.343,0.344,0.134,1.573,-1.005,-1.468,,0.8,20.513,4.973,17,4,16,4,Sup,Paracou,,,,,,,,,,,,22.78785833,0.392978858,2.050731302,2.945324596,5.389034755
188,130578,11,4,567,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bignoniaceae,Generalist,TF,0.508,0.511,0.185,1.765,-1.075,-1.524,,0.812,23.141,2.027,24,3,20,3,Sup,Paracou,,,,,,,,,,,,25.44101944,0.344281521,1.406150287,1.546755517,3.297187325
189,129933,11,3,1044,Virola,michelii,Virola_michelii,Myristicaceae,Generalist,TF,0.632,0.66,0.294,1.247,-1.715,-2.035,,0.691,37.511,1.828,25,4,22,4,Mid,Paracou,,,,,,,,,,,,41.48415972,0.29589733,1.883850961,4.320344039,6.50009233
190,130118,11,4,48,Virola,michelii,Virola_michelii,Myristicaceae,Generalist,TF,0.955,0.964,0.418,1.305,-1.703,-2.025,,0.776,24.398,3.27,26,3,23,3,Mid,Paracou,,,,,,,,,,,,26.97386111,0.416310503,2.123851988,3.35608617,5.896248661
191,129381,11,3,468,Poraqueiba,guianensis,Poraqueiba_guianensis,Metteniusaceae,TF,TF,2.749,2.802,1.164,1.406,-1.485,-1.852,,0.803,53.683,0.989,17,4,14,3,Sup,Paracou,,,,,,,,,,,,59.57279167,0.259533658,1.189643466,3.713730031,5.162907154
192,130018,11,3,2301,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bignoniaceae,Generalist,BF,0.411,0.415,0.144,1.89,-0.728,-1.246,,0.816,11.021,8.451,28,4,24,4,Sup,Paracou,,,,,,,,,,,,11.95795,0.538209156,1.662745931,2.588450579,4.789405666
193,129031,11,3,103,Virola,michelii,Virola_michelii,Myristicaceae,Generalist,TF,2.008,2.012,0.813,1.476,-1.325,-1.724,,0.785,102.349,1.074,18,2,15,3,Mid,Paracou,,,,,,,,,,,,109.1769472,0.229775289,1.280254844,3.600907248,5.110937381
194,128754,11,2,1031,Tachigali,melinonii,Tachigali_melinonii,Fabaceae,Generalist,BF,0.266,0.269,0.128,1.098,-1.97,-2.239,,0.79,12.59,2.789,29,5,24,5,Mid,Paracou,,,,,,,,,,,,13.86851667,0.576319429,2.227725585,3.901167415,6.705212428
195,128369,11,2,628,Conceveiba,guianensis,Conceveiba_guianensis,Euphorbiaceae,Generalist,TF,1.184,1.203,0.587,1.05,-1.245,-1.66,,0.807,120.912,1.224,16,2,16,3,Mid,Paracou,,,,,,,,,,,,132.3172681,0.124174735,0.493841139,1.613625163,2.231641037
196,137892,13,1,1100,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,BF,0.466,0.443,0.208,1.129,-0.998,-1.462,,0.8,36.183,1.673,23,2,20,3,Inf,Paracou,,,,,,,,,,,,40.10415278,0.319049917,1.372505389,5.256258079,6.947813385
197,138966,13,2,938,Protium,opacum subsp. rabelianum,Protium_opacum,Burseraceae,BF,BF,0.566,0.586,0.274,1.143,-2.008,-2.269,,0.848,28.723,8.051,16,4,15,3,Sup,Paracou,,,,,,,,,,,,31.71303333,0.344929591,1.861012003,3.174356001,5.380297595
198,140467,13,4,406,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,TF,0.82,0.826,0.384,1.153,-1.13,-1.568,,0.18,44.527,2.449,22,2,18,3,Sup,Paracou,,,,,,,,,,,,49.13065139,0.242510524,1.378538871,4.519532508,6.140581903
199,140512,13,4,452,Bocoa,prouacensis,Bocoa_prouacensis,Fabaceae,Generalist,TF,1.096,1.091,0.458,1.379,-1.255,-1.668,,0.762,49.756,1.506,25,4,22,4,Mid,Paracou,,,,,,,,,,,,54.28561389,0.212791141,0.820374265,1.757404829,2.790570235
200,138434,13,2,400,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,TF,0.569,0.572,0.251,1.275,-0.998,-1.462,,0.811,23.945,2.544,26,4,24,4,Mid,Paracou,,,,,,,,,,,,26.4097875,0.317243041,1.796324439,5.11825077,7.23181825
201,137902,13,1,1110,Eperua,falcata,Eperua_falcata,Fabaceae,BF,BF,0.614,0.627,0.281,1.227,-1.653,-1.985,,0.789,18.062,1.13,26,4,22,5,Sup,Paracou,,,,,,,,,,,,19.87802361,0.467238903,3.386810866,6.142772068,9.996821838
202,138104,13,2,68,Eperua,falcata,Eperua_falcata,Fabaceae,BF,BF,0.734,0.742,0.289,1.567,-1.345,-1.74,,0.799,32.442,1.005,22,4,18,4,Mid,Paracou,,,,,,,,,,,,35.60192639,0.345003498,2.939284231,6.958726825,10.24301455
203,138158,13,2,122,Eschweilera,coriacea,Eschweilera_coriacea,Lecythidaceae,Generalist,BF,2.484,2.514,0.924,1.722,-1.34,-1.736,,0.819,90.955,1.402,16,2,16,2,Sup,Paracou,,,,,,,,,,,,100.4772569,0.199951658,0.95212525,2.47166184,3.623738749
204,138157,13,2,121,Laetia,procera,Laetia_procera,Salicaceae,BF,BF,2.791,2.838,1.162,1.442,-1.465,-1.836,,0.824,59.405,4.044,27,4,25,4,Sup,Paracou,,,,,,,,,,,,65.49411389,0.197771874,1.15396562,5.199888093,6.551625587
205,138138,13,2,102,Iryanthera,hostmannii,Iryanthera_hostmannii,Myristicaceae,BF,BF,1.1,1.113,0.464,1.397,-1.223,-1.642,,0.803,62.638,1.007,13,2,8,2,Inf,Paracou,,,,,,,,,,,,69.09739861,0.247548901,1.349490528,3.118640241,4.715679671
206,138128,13,2,92,Carapa,surinamensis,Carapa_surinamensis,Meliaceae,BF,BF,3.764,3.915,1.575,1.486,-1.455,-1.828,,0.821,152.338,1.304,20,2,16,3,Mid,Paracou,,,,,,,,,,,,151.6654852,0.175596759,0.841859534,1.599826157,2.61728245
207,138143,13,2,107,Symphonia,globulifera,Symphonia_globulifera,Clusiaceae,BF,BF,1.45,1.473,0.432,2.409,-1.308,-1.71,,0.747,44.037,1.419,23,2,17,3,Mid,Paracou,,,,,,,,,,,,48.70284861,0.290142041,2.695785364,1.753050238,4.738977643
208,138955,13,2,926,Carapa,surinamensis,Carapa_surinamensis,Meliaceae,BF,BF,5.843,6.061,2.432,1.492,-1.323,-1.722,,0.828,145.48,1.928,18,2,16,3,Mid,Paracou,,,,,,,,,,,,158.1918083,0.137855203,0.678896108,1.154057311,1.970808622
209,137579,13,1,782,Symphonia,globulifera,Symphonia_globulifera,Clusiaceae,BF,BF,0.972,0.918,0.294,2.127,-1.475,-1.844,,0.782,28.972,2.996,30,5,22,4,Mid,Paracou,,,,,,,,,,,,31.98713056,0.37679932,3.376773293,3.118023728,6.871596342
210,137314,13,1,514,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Sapotaceae,Generalist,BF,2.468,2.481,1.099,1.258,-1.973,-2.241,,0.81,123.896,2.969,18,3,16,3,Sup,Paracou,,,,,,,,,,,,135.1460486,0.152190411,0.81616212,4.662530734,5.630883265
211,137018,13,1,114,Conceveiba,guianensis,Conceveiba_guianensis,Euphorbiaceae,Generalist,BF,1.452,1.456,0.58,1.509,-1.455,-1.828,,0.831,132.995,3.036,17,2,12,3,Sup,Paracou,,,,,,,,,,,,146.0648292,0.140282172,0.57641272,1.674508908,2.391203801
212,137209,13,1,408,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,BF,0.347,0.329,0.146,1.257,-1.103,-1.546,,0.801,13.014,12.383,16,2,14,2,Sup,Paracou,,,,,,,,,,,,14.28882778,0.457948277,2.255190361,7.467922605,10.18106124
213,138956,13,2,927,Eperua,falcata,Eperua_falcata,Fabaceae,BF,BF,0.393,0.392,0.161,1.437,-1.525,-1.883,,0.817,17.062,4.346,16,2,14,3,Mid,Paracou,,,,,,,,,,,,18.76083611,0.420727546,3.133639702,6.297768052,9.852135299
214,137431,13,1,634,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,BF,0.584,0.579,0.273,1.125,-1.07,-1.52,,0.819,22.432,8.834,27,3,22,3,Mid,Paracou,,,,,,,,,,,,24.73128333,0.327048029,1.929027346,5.361386025,7.6174614
215,137892,13,1,1100,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,BF,0.841,0.825,0.372,1.222,-1.083,-1.53,,0.821,40.805,3.805,12,2,10,2,Mid,Paracou,,,,,,,,,,,,45.82584028,0.274395859,1.230880936,4.947780423,6.453057218
216,137869,13,1,1075,Eschweilera,coriacea,Eschweilera_coriacea,Lecythidaceae,Generalist,BF,1.755,1.764,0.722,1.443,-1.073,-1.522,,0.814,63.87,1.561,25,3,19,3,Mid,Paracou,,,,,,,,,,,,70.774825,0.207983459,1.215520923,6.444081892,7.867586274
217,226808,14,1,2936,Tachigali,melinonii,Tachigali_melinonii,Fabaceae,Generalist,TF,0.237,0.232,0.099,1.345,-1.228,-1.646,,0.822,9.274,2.785,22,4,18,4,Sup,Paracou,,,,,,,,,,,,10.25636667,0.661874157,2.076684586,5.761241753,8.499800497
218,237384,14,1,2954,Casearia,javitensis,Casearia_javitensis,Salicaceae,TF,TF,2.121,2.157,1.126,0.917,-1.445,-1.82,,0.806,69.042,1.213,12,2,9,3,Mid,Paracou,,,,,,,,,,,,75.60529167,0.221977275,0.759939596,2.129921311,3.111838182
219,143348,14,3,118,Tachigali,melinonii,Tachigali_melinonii,Fabaceae,Generalist,BF,0.341,0.351,0.137,1.557,-1.735,-2.051,,0.788,14.508,1.375,24,4,16,3,Mid,Paracou,,,,,,,,,,,,16.01965,0.512012679,2.504069351,5.491306654,8.507388684
220,180531,14,3,2735,Tachigali,melinonii,Tachigali_melinonii,Fabaceae,Generalist,BF,0.391,0.368,0.152,1.416,-1.52,-1.879,,0.843,19.869,2.513,20,4,16,4,Mid,Paracou,,,,,,,,,,,,21.92407917,0.441780074,1.528512814,6.058472099,8.028764987
221,138754,13,2,720,Pterocarpus,officinalis,Pterocarpus_officinalis,Fabaceae,BF,BF,1.322,1.368,0.554,1.467,-1.5,-1.864,,0.804,26.96,3.56,18,3,15,3,Inf,Paracou,,,,,,,,,,,,30.010125,0.25241975,1.466364501,2.28258273,4.001366981
222,138533,13,2,499,Eschweilera,coriacea,Eschweilera_coriacea,Lecythidaceae,Generalist,BF,1.741,1.791,0.819,1.188,-1.61,-1.951,,0.759,83.856,1.678,28,4,23,3,Mid,Paracou,,,,,,,,,,,,92.38942083,0.177960357,0.938024431,3.116096643,4.232081431
223,138957,13,2,928,Symphonia,globulifera,Symphonia_globulifera,Clusiaceae,BF,BF,0.68,0.68,0.227,2.004,-1.275,-1.684,,0.811,39.23,2.043,21,4,21,4,Sup,Paracou,,,,,,,,,,,,43.22969028,0.257698944,2.794057075,2.838728325,5.890484344
224,138814,13,2,782,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,BF,0.834,0.854,0.398,1.143,-1,-1.464,,0.798,22.308,9.493,18,2,16,2,Mid,Paracou,,,,,,,,,,,,24.86420139,0.321953782,1.606783961,5.054583344,6.983321087
225,138941,13,2,912,Eperua,falcata,Eperua_falcata,Fabaceae,BF,BF,0.713,0.717,0.339,1.115,-1.395,-1.78,,0.808,49.24,5.381,11,2,9,3,Mid,Paracou,,,,,,,,,,,,54.09061944,0.268101026,2.259363074,3.920454098,6.447918198
226,138828,13,2,797,Pterocarpus,officinalis,Pterocarpus_officinalis,Fabaceae,BF,BF,0.883,0.912,0.332,1.749,-1.365,-1.756,,0.832,46.562,3.658,18,2,15,2,Inf,Paracou,,,,,,,,,,,,51.86173056,0.262149887,1.060985711,4.955396006,6.278531603
227,138668,13,2,634,Pterocarpus,officinalis,Pterocarpus_officinalis,Fabaceae,BF,BF,0.852,0.876,0.338,1.591,-1.123,-1.562,,0.836,23.408,2.802,23,3,20,3,Sup,Paracou,,,,,,,,,,,,25.90080139,0.288251917,1.238995214,2.850086381,4.377333512
228,138663,13,2,629,Symphonia,globulifera,Symphonia_globulifera,Clusiaceae,BF,BF,1.771,1.805,0.628,1.875,-1.478,-1.846,,0.736,24.407,2.263,27,4,26,4,Sup,Paracou,,,,,,,,,,,,26.75370694,0.374809948,2.568922115,2.505887392,5.449619454
229,138769,13,2,737,Pterocarpus,officinalis,Pterocarpus_officinalis,Fabaceae,BF,BF,0.635,0.655,0.231,1.829,-1.043,-1.498,,0.828,31.786,1.38,25,4,25,4,Sup,Paracou,,,,,,,,,,,,35.24366944,0.241357346,1.213751549,3.941556521,5.396665417
230,141512,14,1,363,Tachigali,melinonii,Tachigali_melinonii,Fabaceae,Generalist,BF,0.658,0.499,0.236,1.111,-1.538,-1.893,,0.829,21.155,2.067,32,5,20,4,Mid,Paracou,,,,,,,,,,,,23.40301111,0.400267234,1.539754189,4.40594009,6.345961513
231,141752,14,1,603,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Sapotaceae,Generalist,BF,1.507,1.534,0.593,1.588,-1.633,-1.969,,0.819,85.042,1.596,25,4,18,3,Mid,Paracou,,,,,,,,,,,,92.90786944,0.168647465,1.032697733,4.704402879,5.905748076
232,137980,13,1,2803,Symphonia,globulifera,Symphonia_globulifera,Clusiaceae,BF,BF,1.296,1.234,0.399,2.091,-1.198,-1.622,,0.761,46.06,1.564,22,5,18,4,Mid,Paracou,,,,,,,,,,,,50.64997083,0.275237334,3.091678915,2.399282303,5.766198551
233,138018,13,1,2841,Laetia,procera,Laetia_procera,Salicaceae,BF,BF,3.375,3.42,1.321,1.589,-1.38,-1.768,,0.816,65.613,2.529,22,4,20,4,Mid,Paracou,,,,,,,,,,,,72.21024861,0.174420597,1.095355626,2.763912664,4.033688887
234,137163,13,1,361,Conceveiba,guianensis,Conceveiba_guianensis,Euphorbiaceae,Generalist,BF,8.504,8.544,3.682,1.321,-1.565,-1.915,,0.789,262.367,3.724,16,2,12,3,Inf,Paracou,,,,,,,,,,,,336.8354195,0.073683151,0.39199971,1.749341179,2.215024041
235,137064,13,1,160,Virola,michelii,Virola_michelii,Myristicaceae,Generalist,BF,1.612,1.668,0.755,1.209,-2.035,-2.291,,0.751,66.093,13.774,28,4,26,5,Mid,Paracou,,,,,,,,,,,,73.05825694,0.270748462,1.263745381,3.089654017,4.624147861
236,137855,13,1,1061,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bignoniaceae,Generalist,BF,0.4,0.4,0.13,2.085,-0.86,-1.352,,0.819,13.699,8.073,24,4,20,3,Inf,Paracou,,,,,,,,,,,,15.13114306,0.435059877,1.946317841,2.289339358,4.670717077
237,137648,13,1,853,Chrysophyllum,prieurii,Chrysophyllum_prieurii,Sapotaceae,Generalist,BF,2.79,2.869,1.235,1.323,-2.12,-2.359,,0.818,102.523,3.099,25,4,21,2,Inf,Paracou,,,,,,,,,,,,111.9397306,0.171594331,0.797813586,5.725287625,6.694695542
238,137705,13,1,910,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,BF,0.361,0.37,0.172,1.148,-1.415,-1.796,,0.828,24.353,4.669,15,3,14,2,Sup,Paracou,,,,,,,,,,,,35.79757778,0.248619903,1.347158154,4.905575411,6.501353468
239,205863,13,3,2921,Hymenopus,heteromorphus,Hymenopus_heteromorphus,Chrysobalanaceae,Generalist,BF,0.915,0.926,0.434,1.134,-1.145,-1.58,,0.808,32.358,2.182,16,3,16,3,Sup,Paracou,,,,,,,,,,,,35.67892083,0.290151773,1.513476337,5.034125068,6.837753178
240,141162,14,1,4,Eperua,falcata,Eperua_falcata,Fabaceae,BF,BF,2.583,2.629,1.208,1.176,-1.135,-1.572,,0.794,95,1.906,21,3,16,4,Mid,Paracou,,,,,,,,,,,,104.4755639,0.181483748,0.85968514,2.618084881,3.65925377
241,146077,15,1,770,Jacaranda,copaia subsp. copaia,Jacaranda_copaia subsp. copaia,Bignoniaceae,Generalist,BF,0.634,0.641,0.24,1.674,-0.933,-1.41,,0.796,14.658,8.45,27,5,26,4,Sup,Paracou,,,,,,,,,,,,16.179675,0.411324034,2.065230715,3.413746084,5.890300833
242,146708,15,2,452,Bocoa,prouacensis,Bocoa_prouacensis,Fabaceae,Generalist,TF,1.335,1.339,0.637,1.102,-1.468,-1.838,,0.758,50.166,2.586,26,3,21,4,Sup,Paracou,,,,,,,,,,,,54.70655417,0.228103139,1.071579679,1.745987911,3.04567073
243,146701,15,2,445,Conceveiba,guianensis,Conceveiba_guianensis,Euphorbiaceae,Generalist,TF,3.578,3.665,1.639,1.237,-1.443,-1.818,,0.816,87.212,2.177,25,4,20,3,Sup,Paracou,,,,,,,,,,,,95.86432222,0.167384008,0.544046967,1.96937151,2.680802484
244,145292,14,4,2537,Tachigali,melinonii,Tachigali_melinonii,Fabaceae,Generalist,BF,0.413,0.416,0.19,1.191,-1.455,-1.828,,0.753,10.866,2.143,26,4,16,4,Inf,Paracou,,,,,,,,,,,,12.00450417,0.508740881,2.063545546,5.512682865,8.084969291
657,,16,15,320,Virola,surinamensis,Virola_surinamensis,,,BF,,,,2.463548305,,-1.7836,,0.69,35.55058933,2.59671714,25,5,25,5,,Paracou,1,1,73.82247876,394.4444444,78.65558828,0.391836691,0.942436645,285569.3,581590.8,40.2662006,6.632184982,53.9621703,0.290519441,2.041341086,7.899904031,10.23176456
658,,16,15,2745,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,,,BF,,,,3.866151866,,-1.66375,,0.82,13.93241937,1.30077235,20,5,20,5,,Paracou,2,1,190.9570035,216.1111111,50.74741562,0.264461507,0.83026493,285572.2,581598.4,18.14366351,5.986422539,19.00406481,0.371949786,1.727143786,5.002854034,7.101947606
659,,16,15,2727,Virola,surinamensis,Virola_surinamensis,,,BF,,,,2.753814326,,-1.67174,,0.822,45.17115617,4.53211428,18,4,18,4,,Paracou,3,1,84.64869642,323.6666667,65.56965215,0.357460333,1.007667355,285566.3,581602.4,23.87324146,5.746085167,42.43332743,0.3362161,2.33903518,4.202140566,6.877391846
660,,16,15,106,Gustavia,hexapetala,Gustavia_hexapetala,,,TF,,,,3.579885057,,-2.1571325,,0.87,94.7885732,6.49826405,10,1,8,2,,Paracou,4,1,138.3991453,223.7777778,67.57850471,0.298952436,0.982512809,285536.9,581599.3,12.89155039,2.897271872,95.5714268,0.208736786,1.025092304,2.2559547,3.48978379
661,,16,14,413,Casearia,javitensis,Casearia_javitensis,,,TF,,,,2.329105198,,-2.2010775,,0.886,62.59321412,1.41609762,8,3,5,2,,Paracou,5,1,93.37366115,200.6666667,70.39725995,0.637197417,0.957883817,285520.8,581517.3,15.91549431,2.202769041,109.1167223,0.186400351,0.79856132,2.329504463,3.314466133
662,,16,14,378,Virola,surinamensis,Virola_surinamensis,,,BF,,,,2.750613046,,-1.6977075,,0.803,38.51752883,3.13551357,28,4,25,3,,Paracou,9,1,110.6297782,273.7777778,86.31609285,0.342261636,0.934164449,285486.5,581527.4,37.40141163,5.444906235,30.70373396,0.393814584,2.385642372,7.045271871,9.824728827
663,,16,15,205,Chrysophyllum,prieurii,Chrysophyllum_prieurii,,,BF,,,,2.173971928,,-2.6245475,,0.808,83.86250319,2.12360191,28,4,24,3,,Paracou,11,1,65.89408156,279.3333333,103.4232223,0.561379894,0.9155742,285564.2,581547,30.87605896,1.833286405,105.2562814,0.153226938,1.09204356,3.855818052,5.101088551
664,,16,15,204,Laetia,procera,Laetia_procera,,,BF,,,,2.599433829,,-1.875485,,0.791,44.50865584,5.24651866,33,5,33,5,,Paracou,12,1,95.65104118,233.3333333,87.00369657,0.327398186,0.910029499,285561.3,581546.1,61.75211792,1.942211032,49.80013225,0.24153491,1.695432612,5.026129492,6.963097014
665,,16,16,101,Protium,stevensonii,Protium_stevensonii,,,TF,,,,2.162018176,,-1.9374075,,815,32.13894077,5.40220933,28,4,26,4,,Paracou,13,1,98.2822825,213.5555556,51.75138103,0.481036982,0.989212513,285150.8,581385.6,47.58732798,1.519776583,22.99226878,0.404889425,2.442340123,4.751638614,7.598868162
666,,16,16,13,Protium,stevensonii,Protium_stevensonii,,,TF,,,,,,,,,29.98301451,,,,,,,Paracou,15,1,94.58364198,187.3333333,47.00612014,0.496087637,,285180.7,581305.8,26.41972055,2.448768616,25.65484914,0.3964067,1.827988345,3.478195331,5.702590376
667,,16,16,136,Protium,stevensonii,Conceveiba_guianensis,,,TF,,,,1.808977847,,-2.1691175,,815,30.74652851,8.2431865,25,3,22,3,,Paracou,15,1,96.26047795,193,47.23832317,0.482984227,0.963968292,285172.6,581379.1,38.35634129,2.338923216,53.61429801,0.259528309,0.88195298,2.545031712,3.686513001
668,,16,16,226,Conceveiba,guianensis,Tachigali_melinonii,,,TF,,,,2.136686331,,-1.9533875,,830,92.21988061,2.87797736,10,3,10,3,,Paracou,16,1,101.6283168,165.5555556,60.62140563,0.491302194,0.943525686,285209.2,581316.9,15.27887454,2.198944092,21.56304155,0.395571907,1.775306101,8.437216948,10.60809496
669,,16,11,403,Tachigali,melinonii,Chrysophyllum_prieurii,,,BF,,,,1.989885664,,,,833,13.84198413,5.31834171,25,5,25,5,,Paracou,21,1,84.21009712,178.4444444,52.8811206,1.724038641,0.870724123,285212.5,581460,39.31127094,2.991383791,79.55351025,0.181610463,1.134789727,3.372771167,4.689171358
670,,16,16,556,Chrysophyllum,prieurii,Protium_stevensonii,,,BF,,,,2.393683899,,-2.562625,,860,101.4807807,1.66766124,26,5,26,5,,Paracou,24,1,295.703873,220.4444444,85.20268008,0.208338534,0.919231586,285234.4,581380.4,33.42253805,1.684329271,22.87165285,0.423190811,1.855567247,5.060239435,7.338997493
671,,16,17,273,Protium,stevensonii,Jacaranda_copaia subsp. copaia,,,BF,,,,2.022158911,,-2.56662,,800,21.39498575,21.7564,25,4,19,3,,Paracou,30,1,82.79541728,205.6666667,73.26879919,0.525220482,0.902446578,285285.7,581382.2,66.8450761,1.590028405,19.02608594,0.363666116,1.673918043,7.494476481,9.532060641
672,,16,17,2799,Jacaranda,copaia,Protium_stevensonii,,,BF,,,,2.959148446,,-1.6617525,,785,20.16622809,8.83447002,15,5,15,5,,Paracou,31,1,110.6300369,201.5555556,71.97342397,0.384700848,0.910425844,285270.6,581392.2,14.80140971,2.393920898,40.29830776,0.299534699,1.322103105,4.715445483,6.337083287
673,,16,1,215,Protium,stevensonii,Casearia_javitensis,,,TF,,,,2.17864649,,-2.474735,,837,43.79678948,8.33347812,17,3,15,3,,Paracou,38,1,82.14540718,254.3333333,85.43815834,0.514139091,0.959522111,285106,581616.6,15.75633937,1.288940668,73.88964557,0.20636986,1.067078796,3.366329697,4.639778353
674,,16,6,286,Casearia,javitensis,Casearia_javitensis,,,TF,,,,2.05909881,,-1.8814775,,911,96.39981384,2.33236214,10,3,9,4,,Paracou,41,1,116.0737482,156.1111111,65.07363708,0.600838698,0.970079535,285132.4,581572.3,19.73521294,1.095117331,61.47467922,0.21550379,0.9119493,2.871221314,3.998674405
675,,16,6,340,Casearia,javitensis,Virola_michelii,,,TF,,,,2.055719713,,,,923,103.0040752,3.7115345,8,2,5,3,,Paracou,43,1,127.2070808,163.2222222,59.43195771,0.486132022,0.933626549,285154.1,581576.8,16.55211408,1.63758862,31.99662451,0.408452166,2.183859082,5.263350021,7.85566127
676,,16,6,460,Virola,michelii,Chrysophyllum_prieurii,,,BF,,,,2.439333193,,-1.843525,,921,50.8677464,3.33938802,20,3,17,2,,Paracou,44,1,136.3531764,157.4444444,94.60429632,0.409279852,0.917167571,285195.8,581541.1,20.37183272,2.101145983,30.02316954,0.321059992,1.739438241,8.32535082,10.38584905
677,,16,6,395,Chrysophyllum,prieurii,Chrysophyllum_prieurii,,,BF,,,,2.452681388,,-2.243025,,915,46.21862852,1.63751187,30,5,26,3,,Paracou,47,1,95.90640785,212,78.1930451,0.416417508,0.886355411,285181.3,581533.7,28.64788976,2.469789028,94.86193729,0.20108566,1.038968718,3.459907232,4.699961609
678,,16,3,103,Chrysophyllum,prieurii,Virola_michelii,,,BF,,,,2.294520548,,-2.4367825,,813,100.5237436,1.52391093,30,4,30,4,,Paracou,49,1,91.62429539,214.3333333,89.20165147,0.457571367,0.932716049,285249.5938,581735.125,27.6929601,2.48790288,29.42511882,0.393477898,2.551844607,5.860692087,8.806014591
679,,16,5,2730,Virola,michelii,Conceveiba_guianensis,,,BF,,,,2.617906683,,-2.059255,,987,54.85021553,4.75677812,13,2,12,3,,Paracou,58,1,118.9271302,181.6666667,66.53169898,0.393629734,0.942099989,285477.8,581705.2,17.82535363,2.07482934,94.55611255,0.187727299,0.708414832,1.676191226,2.572333357
680,,16,22,396,Conceveiba,guianensis,Protium_stevensonii,,,TF,,,,2.369405099,,-2.21506,,836,55.73672976,1.43675424,15,2,15,3,,Paracou,60,1,154.7195736,185,70.24835527,0.561449687,0.970624741,285351.6,581267.8,14.16478994,3.057911634,19.05438729,0.404469688,2.039125366,6.66559775,9.109192804
681,,16,21,122,Protium,stevensonii,Virola_surinamensis,,,BF,,,,1.998413202,,-2.5206775,,818,21.23610183,10.5689183,17,4,15,3,,Paracou,63,1,84.83985393,246.8888889,45.80165055,0.503762918,0.978703115,285192.8,581269.2,26.73803044,2.306102753,40.46069151,0.346531075,2.367705924,10.26718683,12.98142383
682,,16,21,364,Virola,surinamensis,Virola_surinamensis,,,BF,,,,2.745075093,,-1.82355,,767,42.98038331,2.16791913,17,4,15,3,,Paracou,65,1,81.12325655,353.1111111,73.39177697,0.441493006,0.960321896,285245.6,581265.7,55.70423008,8.400744438,31.82473978,0.384495044,2.495192812,7.509291016,10.38897887
683,,16,21,625,Virola,surinamensis,Virola_michelii,,,BF,,,,2.95128519,,-1.7895925,,869,38.47687446,2.53439775,17,4,15,3,,Paracou,67,1,96.31482313,272.3333333,77.39613841,0.358585047,0.98632543,285266.5,581255.2,19.89436789,4.121319294,50.79998283,0.295159092,1.739524877,6.906496787,8.941180756
